year	dead	missing	deadmissing	survivors	lat	lon	route
2018	1		1	70	41.306921000000	 26.823232900000	
2018	1		1	106	17.315722565722	 -96.924536673633	
2018	1		1		18.676180000000	 29.932036000000	
2018	1		1		7.965108000000	 16.975204000000	
2018	1		1	2	45.646072730881	 15.343396132324	Western Balkans
2018	1		1		30.695368850719	 -104.876604489060	Central America to US
2018	1		1		31.578054600000	 -110.122208600000	Central America to US
2018	1		1		1.409992000000	 18.454354000000	
2018	1		1		45.059379986472	 15.745713395740	Western Balkans
2018	2		2		1.409992000000	 18.454354000000	
2018	1		1		15.049167000000	 12.113056000000	
2018	1		1		28.442262170862	 -100.030898785940	Central America to US
2018	7		7	22	-8.962610158582	 28.792533329297	
2018	2		2		13.216056000000	 24.251990000000	
2018	1		1		22.518561000000	 22.997099000000	
2018	3		3		27.672666000000	 21.943709000000	
2018	1		1		44.937166942526	 6.710634687744	
2018	1		1		8.516667000000	 12.000000000000	
2018	1		1		26.432270000000	 19.329287000000	
2018	1		1		50.488407374992	 3.976906142944	
2018	1		1		31.526841700000	 -111.642396600000	Central America to US
2018	1		1		14.025968000000	 31.723048000000	
2018	1		1		23.823002000000	 21.143170000000	
2018	2		2		14.025968000000	 31.723048000000	
2018	1		1		14.025968000000	 31.723048000000	
2018	2		2		39.065407000000	 3.536064000000	
2018	1		1		-11.437940000000	 14.446820000000	
2018	1		1		45.255178603983	 15.412544926580	
2018	1		1		32.033764900000	 -112.913721700000	Central America to US
2018	1		1		27.046967400000	 -98.250055400000	Central America to US
2018	2		2		13.954381000000	 25.316030000000	
2018	1		1		14.356101000000	 27.100393000000	
2018	1		1		30.719405324177	 -112.156704721700	Central America to US
2018	1		1		7.972626000000	 16.991703000000	
2018	3		3		8.819953000000	 14.714414000000	
2018	2		2		41.845284000000	 9.573928000000	
2018	1		1		38.354746000000	 7.296123000000	
2018	7		7	12	39.458858375437	 26.058644190430	Eastern Mediterranean
2018	1		1		40.902014621180	 26.252632625638	
2018	9		9		35.473177364902	 34.293756766172	Eastern Mediterranean
2018	1		1		25.887315677911	 -97.511938065082	Central America to US
2018	1		1		31.968432000000	 -112.080649500000	Central America to US
2018	1		1		36.001287936694	 36.370466152734	
2018	2		2		8.814117000000	 14.709765000000	
2018	1		1		32.672917004916	 14.273392064062	Central Mediterranean
2018	1		1		27.487073581809	 -99.480178888367	Central America to US
2018	1		1		49.121736000000	 11.275784000000	
2018	1		1		29.199673200000	 -100.749701500000	Central America to US
2018	1		1		25.843919501435	 -97.371762333435	Central America to US
2018	1		1		27.254240500000	 -98.365479300000	Central America to US
2018	3		3		8.815833000000	 14.712754000000	
2018	1		1		27.225101500000	 -98.399800900000	Central America to US
2018	1		1		26.902877339052	 -97.847574522656	Central America to US
2018	1		1		35.274229822551	 -2.984685136279	Western Mediterranean
2018	2		2		14.419244000000	 27.073495000000	
2018	2		2		49.121736000000	 11.275784000000	
2018	1		1		44.839670353177	 6.580775142822	
2018	1		1		31.923968200000	 -112.150236600000	Central America to US
2018	2		2		27.672666000000	 21.943709000000	
2018	1		1		32.302284200000	 -113.008334800000	Central America to US
2018	2		2		35.996329319205	 36.366776174121	
2018	2		2		23.625897000000	 21.442843000000	
2018	1		1		13.753383000000	 23.961156000000	
2018	2		2		12.962891000000	 24.322071000000	
2018	1		1		18.000235239759	 -94.555618920901	Central America to US
2018	1		1		31.700734400000	 -111.703308700000	Central America to US
2018	1		1		7.965108000000	 16.975204000000	
2018	1	3	4	114	34.169328211340	 13.411064862500	Central Mediterranean
2018	1		1		31.946528500000	 -111.743578900000	Central America to US
2018	2		2		14.580960000000	 24.926600000000	
2018	1		1		7.960963000000	 16.987148000000	
2018	1		1		7.997695000000	 16.977625000000	
2018	1	12	13	1	-12.129305140287	 44.383990507813	
2018	2		2		-5.652830000000	 10.486490000000	
2018	1		1		38.229133692993	 21.720511611240	
2018	1		1		26.183524454064	 -98.407404245569	Central America to US
2018	3		3	74	-0.154338359569	 30.479184865637	
2018	1		1		7.967146000000	 16.927236000000	
2018	1		1		19.302800652808	 -99.641785870639	
2018	1		1		31.587663900000	 -111.050471600000	Central America to US
2018	1		1		45.216762000000	 2.002215000000	
2018	1		1		23.109588000000	 22.100909000000	
2018	2		2		8.004144000000	 16.991047000000	
2018	1		1		7.989044000000	 16.981853000000	
2018	1		1		11.425523000000	 21.470962000000	
2018	2		2		20.297225000000	 31.986596000000	
2018	1		1	7	45.466267164047	 15.351576252453	Western Balkans
2018	2		2		32.795033269536	 13.714950386230	Central Mediterranean
2018	1		1		32.863131902941	 13.432646267578	Central Mediterranean
2018	6		6		32.942476914595	 12.087154137109	Central Mediterranean
2018	1		1		45.614675326374	 15.308079733899	Western Balkans
2018	1		1		33.862362000000	 22.579989000000	
2018	1		1		41.328630254137	 26.601127039589	
2018	17	2	19	19	35.822895058362	 -0.796902517969	Western Mediterranean
2018	1		1		27.628417528052	 -99.631310455078	Central America to US
2018	1		1		45.185660147651	 15.531330179712	Western Balkans
2018	1		1		20.360782000000	 29.129900000000	
2018	1		1		23.823002000000	 21.143170000000	
2018	1		1		23.823002000000	 21.143171000000	
2018	3		3		27.103538000000	 19.635357000000	
2018	2		2		8.813774000000	 14.706776000000	
2018	1		1		32.939470000000	 15.651555000000	
2018	1		1		18.888888520572	 -96.945923551312	Central America to US
2018	1		1		27.476211578865	 -99.482285464557	Central America to US
2018	2		2		27.672666000000	 21.943709000000	
2018	2		2		27.672666000000	 21.943709000000	
2018	5	12	17	17	35.719565805417	 -3.226601551172	Western Mediterranean
2018	47		47		2.725285183307	 18.399992195313	
2018	1		1		31.808500600000	 -112.340284200000	Central America to US
2018	1		1		32.377021100000	 -113.165430700000	Central America to US
2018	1		1		26.333743800000	 -98.435956600000	Central America to US
2018	2		2		27.916851000000	 20.610678000000	
2018	1		1		2.108762000000	 13.567446000000	
2018	1		1		31.617620300000	 -111.515235900000	Central America to US
2018	1		1		32.014058000000	 -112.104406300000	Central America to US
2018	4		4		8.819953000000	 14.714414000000	
2018	1		1		12.966097000000	 20.147227000000	
2018	1		1	14	26.086911665359	 -97.928374078418	Central America to US
2018	1		1		32.179197800000	 -112.947334100000	Central America to US
2018	1		1		36.012715861839	 36.375359242969	
2018	1		1		23.020746000000	 22.588654000000	
2018	1		1		27.672666000000	 21.943709000000	
2018	1		1		7.965108000000	 16.975204000000	
2018	11		11		32.897924735444	 12.636084778651	Central Mediterranean
2018	1		1		19.692379285142	 -71.754706226025	
2018	1		1		45.645918971705	 15.357401710780	Western Balkans
2018	1		1		14.424734000000	 27.154171000000	
2018	2		2		33.883879000000	 -9.964505000000	
2018	2		2		27.103538000000	 19.635357000000	
2018	2		2		35.865267422024	 36.183881628076	
2018	1		1		11.820995000000	 21.348223000000	
2018	3		3		33.508217000000	 -9.573108000000	
2018	1		1		40.671586372048	 22.895495607568	
2018	2		2		36.694321483987	 39.083077581592	
2018	2		2		23.062790000000	 22.426263000000	
2018	1		1		14.806678000000	 24.761797000000	
2018	5	1	6		7.868527461165	 -72.451714319238	
2018	2		2	131	40.032688910096	 42.078239792969	
2018	1		1		15.422625000000	 25.676187000000	
2018	2		2		11.117934000000	 21.430060000000	
2018	2		2		8.814117000000	 14.709765000000	
2018	1		1		7.965108000000	 16.975204000000	
2018		1	1	107	1.330274112957	 104.408058282210	
2018	1		1		31.863651300000	 -112.560465600000	Central America to US
2018	1		1		27.765691000000	 19.015384000000	
2018	1		1		26.109429699864	 -98.337050569532	Central America to US
2018	1		1		25.188917600000	 -99.836302800000	
2018	1		1		36.800271320442	 39.988049492969	
2018	1		1		20.513414300000	 -100.994831500000	
2018	1		1		32.269819000000	 -111.408511000000	Central America to US
2018	1		1		22.670333000000	 22.507482000000	
2018	1		1		27.154409000000	 18.635835000000	
2018	1		1		26.742051000000	 19.430334000000	
2018	2		2		14.412339000000	 25.517657000000	
2018	1		1		7.965108000000	 16.975204000000	
2018	1		1		35.898592900000	 -5.373166000000	Western Mediterranean
2018	1		1		31.840856200000	 -111.401036500000	Central America to US
2018	2		2		36.857585422532	 40.075596795215	
2018	2		2		25.525491000000	 21.161361000000	
2018	1		1		25.964746000000	 20.463043000000	
2018	1		1		27.672666000000	 21.943709000000	
2018	2		2		26.693147000000	 22.396611000000	
2018	1		1		35.898558136159	 -5.374453460327	Western Mediterranean
2018	1		1		31.820716200000	 -111.409160000000	Central America to US
2018	1		1		7.965108000000	 16.975204000000	
2018	2		2		27.596676359375	 -99.537031043872	Central America to US
2018	1		1		17.989456000000	 -92.947506100000	
2018	2		2		25.260917436273	 61.639988077148	
2018	1		1		-1.697890000000	 15.283990000000	
2018	1		1		24.818469372615	 -107.532717729640	
2018	3		3		11.996181000000	 20.009484000000	
2018	4		4		-11.437940000000	 14.446820000000	
2018	1		1	3	45.568179032295	 15.298477385449	Western Balkans
2018	1		1		31.916318900000	 -112.935779900000	Central America to US
2018	1		1		31.442121100000	 -111.257139800000	Central America to US
2018	1		1		-8.027912000000	 12.652021000000	
2018	1		1		-11.437940000000	 14.446820000000	
2018	6	30	36	10	35.565324311662	 -6.015228714063	Western Mediterranean
2018	7		7	46	16.775182600000	 98.704075000000	
2018	1		1	1	45.569440837456	 15.299164030957	Western Balkans
2018	1		1		26.976823400000	 -98.065300600000	Central America to US
2018	2		2		13.553540000000	 20.551440000000	
2018	2		2		12.347526000000	 22.710323000000	
2018	4		4		8.820615000000	 14.706984000000	
2018	2		2		-5.976602000000	 26.027170000000	
2018	1		1		-1.084960000000	 13.088480000000	
2018	3		3		12.476661000000	 32.780888000000	
2018	3		3		11.776809000000	 21.325198000000	
2018	6		6		8.831601000000	 14.706984000000	
2018	1		1		-11.437940000000	 14.446820000000	
2018	1		1		36.007378006886	 -5.595094154956	Western Mediterranean
2018	1		1		35.896119934234	 -5.321322894751	
2018	2	8	10	5	9.233987577929	 97.905275068750	
2018	1		1		32.044614200000	 -112.369388900000	Central America to US
2018	1		1		14.233764000000	 23.920992000000	
2018	1		1		-0.088230000000	 16.305456000000	
2018	1	5	6		16.044509232393	 -16.636998584766	Western African
2018	1		1		36.003232158569	 36.369436184473	
2018	1		1		26.137377000000	 19.513198000000	
2018		1	1	2	40.895695488420	 26.252389505493	
2018	1		1		26.117150368913	 -98.265632757178	Central America to US
2018	1		1		26.116887473702	 -98.265781255325	Central America to US
2018	1		1		35.635369791472	 -1.325146605078	Western Mediterranean
2018	1		1		27.119257900000	 -98.229129300000	Central America to US
2018	7	4	11	1	35.977554386570	 -5.768318886719	Western Mediterranean
2018	1		1		35.307342028997	 -3.957839329297	Western Mediterranean
2018	1		1		35.724826606545	 -1.134878620654	Western Mediterranean
2018	1		1		27.034872400000	 -98.067233800000	Central America to US
2018	1		1		23.625065000000	 21.279137000000	
2018	2		2		17.562751000000	 23.231251000000	
2018	2		2		14.398986000000	 25.279471000000	
2018	1		1		35.400122962293	 -1.258784939648	Western Mediterranean
2018	1		1		27.103538000000	 19.635357000000	
2018	1		1		14.025968000000	 31.723048000000	
2018	2		2		23.823002000000	 21.143170000000	
2018	20		20	27	16.899101587435	 99.134089546094	
2018	17		17	33	39.944335244415	 43.986297071289	
2018	2		2		13.024653000000	 18.885804000000	
2018	1		1		42.396130000000	 -0.310591000000	
2018		7	7		35.961994206451	 -5.382424111328	Western Mediterranean
2018	6		6	108	-2.497341984525	 30.668877524512	
2018	1		1		32.705326986876	 -115.163423378300	Central America to US
2018	1		1		26.182987778393	 -98.405593392773	Central America to US
2018	2		2		27.916851000000	 20.610678000000	
2018	1		1		50.610968300000	 3.034904500000	Calais to United Kingdom
2018	1		1		32.091909170874	 -112.994825761720	Central America to US
2018	1		1		26.218109622769	 -98.482653294165	Central America to US
2018	2		2		14.357962000000	 26.920845000000	
2018	2		2		-4.294660000000	 11.180320000000	
2018	1		1		32.017756700000	 -112.164876400000	Central America to US
2018	1		1		32.371764900000	 -112.860693000000	Central America to US
2018	1		1		26.235224737159	 -98.521416750354	Central America to US
2018	1		1		27.103538000000	 19.635357000000	
2018	1		1		27.916851000000	 20.610678000000	
2018	4		4		-5.652830000000	 10.486490000000	
2018	1		1		25.500611274885	 -103.407768083350	Central America to US
2018	2	3	5	4	8.666783134338	 -77.419983786369	
2018	1		1		18.289917622304	 -90.902274513245	
2018	2		2		40.785291000000	 -8.798085000000	
2018	1		1		7.965108000000	 16.975204000000	
2018	1		1		32.624538900000	 -115.452262300000	Central America to US
2018	1		1		45.036023300000	 7.674031500000	Italy to France
2018	2		2		40.857735248188	 25.886080446033	
2018	2		2		13.740103000000	 24.322071000000	
2018	1		1		27.916851000000	 20.610678000000	
2018	1		1		31.914713900000	 -111.965332300000	Central America to US
2018	1		1		23.974745000000	 21.693161000000	
2018	1		1		27.103538000000	 19.635357000000	
2018	1		1		20.297225000000	 31.986596000000	
2018	1		1		-4.892490000000	 13.306580000000	
2018	2		2		-7.909603000000	 12.669425000000	
2018	1		1		-5.652830000000	 10.486490000000	
2018	1		1		26.122863641117	 -98.325093293462	Central America to US
2018	1		1		14.424901000000	 26.999031000000	
2018	7		7		12.489750000000	 32.788441000000	
2018	2		2		11.236350000000	 20.833144000000	
2018	1		1		7.965108000000	 16.975204000000	
2018	1		1		32.163190400000	 -112.998958600000	Central America to US
2018	1		1		32.300134900000	 -111.573646100000	Central America to US
2018	2		2		27.672666000000	 21.943709000000	
2018	1		1		32.908397062094	 13.256741284619	Central Mediterranean
2018	1		1		27.064593600000	 -98.144349100000	Central America to US
2018	1		1		38.277998000000	 21.764864000000	
2018	1		1		7.965108000000	 16.975204000000	
2018	2		2		-3.608040000000	 14.351270000000	
2018	3		3		22.237085694900	 120.955253840630	
2018	1		1		18.010010000000	 23.311991000000	
2018	1		1		-6.242715000000	 13.436756000000	
2018	1		1		36.619003063120	 -6.364435634424	Western Mediterranean
2018	1		1		28.775431163322	 -100.532556052990	Central America to US
2018	1		1		18.143748000000	 23.800424000000	
2018	2		2		-2.413660000000	 13.574530000000	
2018	1		1		-3.080250000000	 14.063995000000	
2018	2		2	7	41.152142427258	 24.887520168262	Western Balkans
2018	16	3	19	3	37.462855742504	 27.010840066992	Eastern Mediterranean
2018	3		3	8	14.811862000000	 100.448111700000	
2018	1		1		13.972410000000	 24.224424000000	
2018	1		1		-5.665460000000	 11.315370000000	
2018	1		1		29.062086400000	 -13.774629600000	Western African
2018	1		1		22.799039000000	 22.223005000000	
2018	1		1		22.623337000000	 22.019453000000	
2018	1		1		7.965108000000	 16.975204000000	
2018	12		12	22	35.519970536120	 -2.645016567187	Western Mediterranean
2018	1		1	5	21.675981808557	 92.603158813281	
2018	1		1		27.221700100000	 -97.789305900000	Central America to US
2018	1		1		19.701724140844	 -99.175031290552	Central America to US
2018	1		1		26.216509546108	 -98.455060823804	Central America to US
2018	1		1		31.339538600000	 -110.978347600000	Central America to US
2018	2		2		28.538765009322	 62.028221468750	
2018	1		1		26.073688357334	 -98.133600069034	Central America to US
2018	1		1		13.970013000000	 24.921313000000	
2018	1		1		24.995294000000	 28.955282000000	
2018	1		1		-7.985540000000	 14.625640000000	
2018	1		1		-4.892490000000	 13.306580000000	
2018	1		1		40.730977330508	 26.054894299424	
2018	1		1		14.904896358320	 -92.305992621484	Central America to US
2018	1		1		36.839922534108	 14.765837528836	Central Mediterranean
2018	2		2		13.182405000000	 24.764291000000	
2018	2		2		13.267205000000	 24.081574000000	
2018	1		1		27.672666000000	 21.943709000000	
2018	1		1	4	28.535236599023	 -100.405340716030	Central America to US
2018	1		1	1	31.788914152399	 -106.591970136450	Central America to US
2018	1		1		27.153672900000	 -98.317252900000	Central America to US
2018	5		5		-5.665460000000	 11.315370000000	
2018	1		1		-7.909603000000	 12.669425000000	
2018	1		1		10.275137000000	 98.786917000000	
2018	1		1		16.870790000000	 96.268316000000	
2018	1		1		31.279770105149	 -111.726145071880	Central America to US
2018	1		1		14.752113000000	 25.234758000000	
2018	2		2		-11.437940000000	 14.446820000000	
2018	1		1		36.626580524694	 -6.383661708643	Western Mediterranean
2018	1		1		32.004028600000	 -112.734800400000	Central America to US
2018	1		1		26.068278883330	 -98.208758386908	Central America to US
2018	3		3		27.672666000000	 21.943709000000	
2018	1		1		-4.196529000000	 14.529806000000	
2018	1		1		41.661229137053	 26.494259727051	
2018	3		3		-5.665460000000	 11.315370000000	
2018	1		1		17.806507581047	 -93.404400065178	Central America to US
2018	2		2		12.843874000000	 20.231415000000	
2018	2		2		31.612042000000	 21.878414000000	
2018	2		2		-7.909603000000	 12.669425000000	
2018	3		3	2	35.915401186367	 -5.380983631274	Western Mediterranean
2018		21	21	30	33.442744459548	 12.570127875000	Central Mediterranean
2018	1		1		40.730370782836	 26.040387704956	
2018	1		1		42.396130000000	 -0.310591000000	
2018	1		1		26.067803724998	 -98.299096729639	Central America to US
2018	1		1		32.705091216613	 -115.161535103150	Central America to US
2018	1		1		21.601520000000	 23.800424000000	
2018	1		1		14.137156000000	 23.392682000000	
2018	2		2		27.103538000000	 19.635357000000	
2018	3		3		25.557740000000	 22.295935000000	
2018	2		2		23.150443000000	 22.019453000000	
2018	1		1		26.829161100000	 -98.365447000000	Central America to US
2018	1		1		35.612071497907	 -1.170012647266	Western Mediterranean
2018	1		1		22.627121000000	 22.669779000000	
2018	1		1		23.823002000000	 21.143170000000	
2018	2		2		14.509939000000	 26.910418000000	
2018	6		6	4	36.969142252002	 44.286495544141	
2018		3	3		28.705677151245	 -100.512335822510	Central America to US
2018	1		1		32.325149400000	 -113.235480700000	Central America to US
2018	1		1		32.325149400000	 -113.235480700000	Central America to US
2018	1		1		26.224381322896	 -98.447739555542	Central America to US
2018	1		1		36.008245901966	 -5.603763054492	Western Mediterranean
2018	2		2		-2.148053400000	 -79.884198400000	
2018	2		2		32.985841000000	 24.102273000000	
2018	1		1		36.150995800000	 -5.337883400000	Western Mediterranean
2018	1		1		23.633623000000	 21.366129000000	
2018	1		1		14.457394000000	 26.950841000000	
2018	3		3		34.879524000000	 -19.721815000000	
2018	1		1	25	17.964245546089	 -94.748625911914	Central America to US
2018	1		1	5	32.593383730267	 -116.088980347270	Central America to US
2018	1		1	3	17.458664608521	 -91.444448735596	Central America to US
2018	2		2		23.853251000000	 21.856401000000	
2018	1		1		36.633972000000	 -3.445196000000	
2018	1		1		42.329444000000	 2.500000000000	
2018	2		2		-2.413660000000	 13.574530000000	
2018	3		3	2	16.337863554658	 -95.228298143408	Central America to US
2018	1		1	288	12.583447082290	 44.170363431250	
2018	2		2		35.406879065613	 -1.395759438281	Western Mediterranean
2018	1		1		24.688648000000	 26.268788000000	
2018	1		1		14.347580000000	 26.936150000000	
2018	1		1		35.440559000000	 13.966799000000	
2018	3		3		27.103538000000	 19.635357000000	
2018	1		1		1.452750000000	 14.207840000000	
2018	1		1		31.890421800000	 -110.581743500000	Central America to US
2018	2		2		27.103538000000	 19.635357000000	
2018	2		2		1.513367000000	 12.486464000000	
2018	1		1		32.719144626209	 14.171768528906	Central Mediterranean
2018	1		1		25.797866394117	 -100.329760675790	Central America to US
2018	3		3		12.696986000000	 23.679744000000	
2018	2		2		27.103537000000	 19.635357000000	
2018	1		1		28.333771526160	 -100.305938239650	Central America to US
2018	1		1		20.043568653938	 -99.239109589286	Central America to US
2018	2		2		35.595813364862	 -1.186008961035	Western Mediterranean
2018	1		1		14.145715000000	 24.921313000000	
2018	1		1		36.654403900040	 0.924694723437	Western Mediterranean
2018	1		1		32.081657400000	 -112.751625500000	Central America to US
2018	1		1		32.059862000000	 -111.396443400000	Central America to US
2018	1		1		13.882974000000	 25.477992000000	
2018	1		1		35.646074121757	 -1.075810897416	Western Mediterranean
2018	1		1		27.223760838525	 -97.804497931860	Central America to US
2018	1		1		32.796511748693	 12.733749617969	Central Mediterranean
2018	1		1		32.906811782506	 13.184471844922	Central Mediterranean
2018	1		1		-4.892490000000	 13.306580000000	
2018	1		1		26.923896600000	 -98.019201800000	Central America to US
2018	1		1		35.579829252717	 -1.163521320654	Western Mediterranean
2018	2		2		35.717462497699	 -0.893899331738	Western Mediterranean
2018	1		1		27.126637600000	 -98.186111100000	Central America to US
2018	11		11		32.940748164060	 12.081660973047	Central Mediterranean
2018	2		2		27.103536000000	 19.635357000000	
2018	19		19	159	31.614154277024	 14.674403539062	
2018	1		1		29.802600059813	 -101.576332853560	Central America to US
2018	2		2		35.494728544351	 -1.244925426954	Western Mediterranean
2018	1		1		27.073084200000	 -97.976084400000	Central America to US
2018	1		1		31.846447800000	 -112.177647100000	Central America to US
2018	2		2		13.911184000000	 31.832941000000	
2018	4	3	7	1	41.661457794142	 26.494433918014	
2018	1		1		35.971216093787	 0.070161184473	Western Mediterranean
2018	1		1		16.166288000000	 23.719983000000	
2018	3		3		13.663347000000	 24.522137000000	
2018	6		6		13.311943000000	 22.263680000000	
2018	2		2		27.916851000000	 20.610678000000	
2018	1		1		-0.088230000000	 16.305456000000	
2018	1		1		-6.242715000000	 13.436756000000	
2018	1		1		35.949766199352	 -5.309639687500	Western Mediterranean
2018	1		1		36.480420966708	 -4.740933306885	Western Mediterranean
2018	1		1		26.256525231868	 -98.600648765637	Central America to US
2018	1		1		13.038345000000	 23.880815000000	
2018	3		3		27.672666000000	 21.943709000000	
2018	1		1		-7.909603000000	 12.669425000000	
2018		5	5	29	35.585153669322	 -2.957796002344	Western Mediterranean
2018	1		1		36.424291687372	 0.620750723437	Western Mediterranean
2018	3	1	4	1	1.726489013856	 31.013724629297	
2018	1		1		-1.322710200000	 36.926069300000	
2018	1		1		25.698062000000	 20.380676000000	
2018	1		1		26.199656364083	 -98.479728698730	Central America to US
2018	1		1		36.729843473764	 2.792090733594	Western Mediterranean
2018	3		3	32	35.746320190537	 -3.214241932031	Western Mediterranean
2018	7		7		32.938443110773	 12.087154137109	Central Mediterranean
2018	3		3	51	20.812146322950	 92.325957359399	
2018	25		25	95	13.273027712073	 46.461330359375	Horn Africa to Yemen
2018	1		1		36.185775189622	 0.259513731250	Western Mediterranean
2018	1		1		32.663404653695	 -115.530093584100	Central America to US
2018	1		1		40.527028000000	 -13.009242000000	
2018	2		2		1.834926595900	 30.858542744531	
2018	2		2		12.489750000000	 32.788441000000	
2018	2		2		13.005307000000	 20.180842000000	
2018	2		2		34.434548000000	 18.074280000000	
2018	3		3		26.693147000000	 22.396611000000	
2018	1		1		26.094270661911	 -98.270602226257	Central America to US
2018	1		1		32.446639900000	 -112.644684900000	Central America to US
2018	1		1		27.263623700000	 -98.372268400000	Central America to US
2018	1		1		14.193425000000	 24.001308000000	
2018	1		1		12.476280000000	 32.783161000000	
2018	21	26	47	1	35.583186593035	 -2.795275034375	Western Mediterranean
2018	1		1		26.080234884126	 -98.253451124451	Central America to US
2018	1		1		23.988811000000	 22.141620000000	
2018	2		2		12.490007000000	 32.779120000000	
2018	1		1		1.042867000000	 21.189743000000	
2018	1		1	3	35.868051755322	 -5.376091003418	
2018	14	86	100	3	33.245635482342	 12.247829185937	Central Mediterranean
2018	1		1		36.010608654005	 36.295599205713	
2018	1		1		39.103074982115	 26.565686107471	Eastern Mediterranean
2018	1		1		27.110345000000	 19.515787000000	
2018	1		1		21.967347000000	 22.791375000000	
2018	2		2		17.616741000000	 23.840626000000	
2018	1		1		23.634535000000	 22.060187000000	
2018	1		1		26.223844800000	 -98.596829300000	Central America to US
2018	1		1		27.499921550202	 -99.503096365082	Central America to US
2018	1		1		25.837514095556	 -97.405416769312	Central America to US
2018	1		1		45.488092614501	 15.386377716216	Western Balkans
2018	1		1		31.497133470189	 -111.413386953120	Central America to US
2018	1		1		14.025968000000	 31.723048000000	
2018	2		2		23.823002000000	 21.143170000000	
2018	1		1		35.440559000000	 13.966799000000	
2018	1		1		8.989361000000	 13.794627000000	
2018	2		2		24.863537000000	 27.989551000000	
2018	1		1		39.569408000000	 5.321172000000	
2018	1		1		45.750322389476	 18.747277769935	
2018	1		1		51.193207888915	 3.081177320532	
2018	1		1		39.513936000000	 -4.883087000000	
2018	1		1		34.740267700000	 10.748212700000	Central Mediterranean
2018	1		1		41.658826381798	 26.486183883142	
2018	2		2		22.684659000000	 24.174946000000	
2018	2		2		34.434549000000	 18.074280000000	
2018	1		1		36.862977000000	 -1.405445000000	
2018	1		1		-7.909603000000	 12.669425000000	
2018	1		1		-7.909603000000	 12.669425000000	
2018	1		1		18.715818884297	 -97.323043762549	Central America to US
2018	4		4		34.434548000000	 18.074280000000	
2018	2	32	34	96	34.750921892473	 13.535156250000	Central Mediterranean
2018	2		2		36.280790301064	 0.094711585937	Western Mediterranean
2018	1		1		32.533473459971	 -117.124678603300	Central America to US
2018	1		1		20.820296416541	 92.352199585059	
2018	3		3		27.103536000000	 19.635357000000	
2018	1		1		27.916851000000	 20.610678000000	
2018	1		1		42.329444000000	 2.500000000000	
2018	2		2		27.916851000000	 20.610678000000	
2018	1		1	33	15.040298586433	 -89.588613510132	Central America to US
2018	1		1		19.705017100000	 -103.468518300000	Central America to US
2018	1		1		32.331132800000	 -111.491774200000	Central America to US
2018	4		4		27.672666000000	 21.943709000000	
2018	1		1		27.916851000000	 20.610678000000	
2018	1		1		-0.088230000000	 16.305456000000	
2018	1		1		34.434548000000	 18.074280000000	
2018	1		1		1.513367000000	 12.486464000000	
2018	1		1		33.705516893622	 35.965892444238	
2018	1		1		27.496487317043	 -99.525606993640	Central America to US
2018	3		3	57	35.359236275280	 -2.644685650781	Western Mediterranean
2018		1	1		35.805774336301	 -0.803585382031	Western Mediterranean
2018	30		30	146	12.441872387315	 44.026574890625	
2018	2	1	3	11	-12.126221072790	 44.405818229395	
2018	1		1		18.830010000000	 -97.166058900000	Central America to US
2018	2		2		26.440061000000	 19.466592000000	
2018	1		1		14.417426000000	 27.036422000000	
2018	1		1		-6.242715000000	 13.436756000000	
2018	1		1		27.022494000000	 20.342052000000	
2018	3		3		27.103536000000	 19.635357000000	
2018	1		1		12.892000000000	 18.995100000000	
2018	5		5		27.194106100000	 -98.054825900000	Central America to US
2018	1		1		32.791261100000	 13.736076500000	Central Mediterranean
2018	2		2	34	35.940576396122	 -3.121201465723	Western Mediterranean
2018	1		1		45.848425100000	 9.007749500000	
2018	1		1		27.114416200000	 -98.427025500000	Central America to US
2018	2		2		33.345944000000	 19.827565000000	
2018	1		1		32.014058000000	 -112.104406300000	Central America to US
2018	1		1		31.443461872818	 -105.994257793070	Central America to US
2018	1		1		25.704798000000	 20.668766000000	
2018	3		3		14.435957000000	 27.017461000000	
2018	16		16	6	33.688949891001	 35.970183978662	
2018	52		52	5	49.064854076832	 57.860108698437	
2018	1		1		26.623192000000	 19.637414000000	
2018	2		2		13.879626000000	 24.482149000000	
2018	1		1		32.770401000000	 -9.313345000000	
2018	1		1		-4.196529000000	 14.529806000000	
2018	1		1		31.994316100000	 -112.806239000000	Central America to US
2018	3		3		14.446939000000	 27.011343000000	
2018	6		6		8.813830000000	 14.712430000000	
2018	1		1		-1.066468000000	 13.101281000000	
2018	2		2		26.768543000000	 20.749731000000	
2018	3		3		33.416093240500	 13.213310956250	Central Mediterranean
2018	2		2	17	35.852954014280	 -0.814755301172	Western Mediterranean
2018	7		7	20	28.992240230537	 -13.495853341070	Western African
2018	1		1		31.299903144279	 -110.938029750290	Central America to US
2018	1		1		23.194329000000	 22.100909000000	
2018	2		2		12.892000000000	 18.995100000000	
2018	1		1		13.618827000000	 23.719983000000	
2018	2		2		34.434548000000	 18.074280000000	
2018	1		1		32.377021100000	 -113.165430700000	Central America to US
2018	1		1		2.108762000000	 13.567446000000	
2018	1		1		43.774335500000	 7.493156700000	
2018	1		1		36.058654404974	 0.061860512109	Western Mediterranean
2018	1		1		46.498295300000	 11.354758200000	
2018	2		2		5.525811000000	 22.788820000000	
2018	2		2		34.474951000000	 17.601362000000	
2018	1		1		36.801272200000	 3.568616200000	Western Mediterranean
