year	dead	missing	deadmissing	survivors	lat	lon	route
2017	1		1		28.709143300000	 -100.499521400000	Central America to US
2017	3		3		32.868756136550	 13.187218426953	
2017	2		2		26.384627636830	 21.567930609375	
2017	1		1		16.974168900000	 7.986535000000	
2017	5		5		16.290345609854	 -0.030733282031	
2017		3	3	11	36.746431600000	 -2.172064600000	Western Mediterranean
2017	1		1		31.875343400000	 -112.547046600000	Central America to US
2017	1		1		27.456537800000	 -99.569848700000	Central America to US
2017	1		1		28.691051700000	 -100.580182900000	Central America to US
2017	1	1	2		36.308006500000	 11.962684900000	Central Mediterranean
2017	1		1		28.691931500000	 -100.514183000000	Central America to US
2017	2		2	151	35.390804474108	 13.390907556250	Central Mediterranean
2017	1		1		17.699109900000	 38.238083900000	
2017	1		1		31.875343400000	 -112.547046600000	Central America to US
2017	1	2	3	299	32.791284000000	 12.415264900000	Central Mediterranean
2017	1		1		27.028988437628	 -98.026068372656	Central America to US
2017	8		8		2.108667000000	 104.011346100000	
2017	1		1		26.227505095376	 -98.512945175171	Central America to US
2017	2		2		18.488993820440	 -67.177269820313	
2017	1		1		-98.513288500000	 26.227412460000	Central America to US
2017	2		2		2.108667000000	 104.011346100000	
2017	1		1		-97.934103010000	 26.065458280000	Central America to US
2017	4		4		2.108667000000	 104.011346100000	
2017	10		10		32.911519200000	 13.117770000000	Central Mediterranean
2017	17	51	68	1	21.653079100000	 -72.058673700000	
2017	1		1		25.843378700000	 -97.584984500000	Central America to US
2017	1		1		-98.296394350000	 26.126009120000	Central America to US
2017	1		1		21.727448300000	 31.312928900000	
2017	1		1		26.052567600000	 -98.366243400000	Central America to US
2017	1		1		32.666889909591	 -115.460158723340	Central America to US
2017	10	7	17	13	2.108667000000	 104.011346100000	
2017	2		2		18.904759400000	 27.846891900000	
2017	1		1		24.064253700000	 32.793551300000	
2017	1		1		50.951880300000	 1.833936700000	
2017	5		5		32.791284000000	 12.415264900000	Central Mediterranean
2017	1		1		32.911519200000	 13.117770000000	Central Mediterranean
2017		1	1		27.603153566325	 -99.583664248926	Central America to US
2017	1		1		9.352104400000	 42.777371200000	
2017	7		7		18.524731900000	 31.641623400000	
2017	9		9		-19.776866900000	 34.798913700000	
2017	3		3		-10.702787700000	 37.774574700000	
2017	1		1		17.715939500000	 33.835907700000	
2017	1		1		18.050127700000	 33.803724600000	
2017	1		1		15.629100500000	 30.951960400000	
2017	2		2		17.692227100000	 33.976249200000	
2017	1		1		15.097969700000	 36.652181700000	
2017	5		5		29.198631400000	 19.222584500000	
2017	2		2		14.031672200000	 35.341772300000	
2017	3		3		25.027031700000	 13.735062900000	
2017	2		2		14.278231700000	 36.596317000000	
2017	10		10		25.027031700000	 13.735062900000	
2017	1		1		15.629100500000	 30.951960400000	
2017	32		32		29.832205900000	 16.345589200000	
2017	1		1		27.105878800000	 -98.205839700000	Central America to US
2017	3		3		12.952952800000	 36.148291800000	
2017	1		1		26.052567600000	 -98.366243400000	Central America to US
2017	1		1		3.713282000000	 43.875956500000	
2017	1		1		31.875343400000	 -112.547046600000	Central America to US
2017	1		1		31.875343400000	 -112.547046600000	Central America to US
2017	1		1		27.183578200000	 -98.055924600000	Central America to US
2017	4		4		14.031672200000	 35.341772300000	
2017	6		6		22.056700900000	 30.135503500000	
2017	1		1		24.064253700000	 32.793551300000	
2017	1		1		19.412657500000	 -98.157212700000	Central America to US
2017	1		1	2	27.456537800000	 -99.569848700000	Central America to US
2017	1		1		27.027305700000	 -98.392959276953	Central America to US
2017	1		1		30.354889300000	 56.002705000000	
2017	1		1		27.183221600000	 56.266645500000	
2017	1		1		26.052567600000	 -98.366243400000	Central America to US
2017	3		3		14.031672200000	 35.341772300000	
2017	3		3		24.072132200000	 32.719902700000	
2017	1		1		37.700274600000	 27.036172000000	Eastern Mediterranean
2017	1		1		31.875343400000	 -112.547046600000	Central America to US
2017	1		1		31.897423200000	 54.356856200000	
2017	1		1		29.098495600000	 58.337468000000	
2017	1		1		27.529990600000	 60.582067600000	
2017	4	172	176	4	33.095322800000	 12.648929300000	Central Mediterranean
2017	1		1	2	35.176142300000	 -2.924073300000	Western Mediterranean
2017		3	3		35.176142300000	 -2.924073300000	Western Mediterranean
2017	8	7	15	4	35.999138366460	 -5.610585736524	Western Mediterranean
2017	1		1	7	35.927882159511	 -5.294504086328	Western Mediterranean
2017	1		1		17.149953900000	 34.728076400000	
2017	2		2		16.081580300000	 38.229042600000	
2017	1		1		18.026728400000	 33.975176600000	
2017	1		1		16.634096000000	 30.665200700000	
2017	1		1		40.886378700000	 26.177408600000	
2017	3		3		33.640686300000	 16.661223200000	Central Mediterranean
2017	1		1	2	27.545808800000	 -99.675293400000	Central America to US
2017	1		1		25.843378700000	 -97.584984500000	Central America to US
2017	1		1		26.052567600000	 -98.366243400000	Central America to US
2017	1		1		14.763051600000	 33.345710500000	
2017	3		3		17.699594000000	 33.882407100000	
2017	4		4		17.715939500000	 33.835907700000	
2017	2		2		26.327791800000	 32.720635300000	
2017	2		2	193	33.640686300000	 16.661223200000	Central Mediterranean
2017	14		14		33.010693000000	 12.047669600000	Central Mediterranean
2017	1		1	5	27.193486400000	 -104.145363100000	Central America to US
2017	1		1		31.875343400000	 -112.547046600000	Central America to US
2017	1		1		26.510162900000	 -99.026246300000	Central America to US
2017	1		1		31.875343400000	 -112.547046600000	Central America to US
2017	1		1		32.791284000000	 12.415264900000	Central Mediterranean
2017	1		1		22.144929800000	 30.369251400000	
2017	1		1		17.692227100000	 33.976249200000	
2017	1		1		27.139794146979	 -98.307815233984	Central America to US
2017	1		1		31.875343400000	 -112.547046600000	Central America to US
2017	1		1		27.022782200000	 -98.541238400000	Central America to US
2017	1		1		31.875343400000	 -112.547046600000	Central America to US
2017	1		1		31.875343400000	 -112.547046600000	Central America to US
2017	1		1		31.875343400000	 -112.547046600000	Central America to US
2017	3		3		17.715939500000	 33.835907700000	
2017	2		2		17.692227100000	 33.976249200000	
2017	2		2		42.012500000000	 27.606422300000	
2017	1		1		31.875343400000	 -112.547046600000	Central America to US
2017	1		1		34.345054000000	 46.394393000000	
2017	3		3		29.983483500000	 19.149947200000	
2017	5		5		32.900612100000	 13.046172600000	Central Mediterranean
2017	3		3	45	35.176142300000	 -2.924073300000	Western Mediterranean
2017	1		1		31.875343400000	 -112.547046600000	Central America to US
2017	2		2		33.355558800000	 35.738680800000	
2017	1		1		31.875343400000	 -112.547046600000	Central America to US
2017	1		1		41.345409800000	 26.480810900000	
2017	1		1		26.085872300000	 -98.255767600000	Central America to US
2017	1		1		32.141604800000	 -113.042624600000	Central America to US
2017	1		1		42.383331400000	 27.661176200000	
2017	1		1		32.880838500000	 13.344353800000	Central Mediterranean
2017	2		2		35.908666342858	 -5.378892755481	Western Mediterranean
2017	1		1		19.548849300000	 -71.721089000000	From Haiti to Dajabon, Dominican Republic
2016	18		18		27.715087300000	 -99.907901900000	Central America to US
2016	2		2		33.206798600000	 11.220954700000	Central Mediterranean
2016	18		18		26.376354000000	 -98.383347700000	Central America to US
2016	2		2		31.760201600000	 13.977697100000	
2016	2		2		32.887209400000	 13.191338300000	
2016	2		2		27.549510052990	 13.317198187500	
2016	1		1		22.734385541312	 12.939331408172	
2016	4		4		32.752827746969	 12.474927983789	
2016	3		3		30.716293990300	 14.174131781250	
2016	1		1		20.964922300000	 92.213979900000	
2016	1		1		29.942368000000	 -104.373009100000	Central America to US
2016	3		3	12	44.642491100000	 20.220858800000	Western Balkans
2016	1		1		24.215586000000	 -99.433269900000	Central America to US
2016	12		12		18.268156600000	 -95.896946100000	Central America to US
2016	1		1		43.573664300000	 22.448596000000	Western Balkans
2016	1		1		0.513496700000	 42.068828400000	
2016	1		1	42	18.268156600000	 -95.896946100000	Central America to US
2016	3		3	3	37.122331000000	 40.874587500000	
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	6		6		11.403587100000	 40.008367900000	
2016	1		1		51.033308200000	 2.211838400000	
2016	1		1	8	36.756978000000	 11.992879400000	Central Mediterranean
2016	1		1		43.789179900000	 7.511683100000	Italy to France
2016	5	56	61	62	32.761023100000	 12.699894300000	Central Mediterranean
2016	1	57	58	63	36.756978000000	 11.992879400000	Central Mediterranean
2016	7	40	47	80	36.756978000000	 11.992879400000	Central Mediterranean
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		28.640084000000	 -100.588641100000	Central America to US
2016	7		7	300	36.756978000000	 11.992879400000	Central Mediterranean
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	3		3		15.501534100000	 32.502556100000	
2016	1		1		11.309848600000	 42.924367200000	
2016	1		1		14.291955800000	 36.594042500000	
2016	2		2		15.501534100000	 32.502556100000	
2016	2		2		17.692227100000	 33.976249200000	
2016	2		2		23.248841300000	 19.724216100000	
2016	12		12		-25.981447600000	 32.644498500000	
2016	6		6		20.669997900000	 32.484419700000	
2016	3		3		17.692227100000	 33.976249200000	
2016	2		2		17.692227100000	 33.976249200000	
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	5		5	8	39.337116500000	 26.702316500000	Eastern Mediterranean
2016	1		1		21.124687400000	 92.192842800000	
2016	2		2		14.031672200000	 35.341772300000	
2016	5		5		21.918449700000	 30.978598200000	
2016	1		1		17.183783300000	 34.610394700000	
2016	4		4		22.325966400000	 25.823706800000	
2016	3		3		17.692227100000	 33.976249200000	
2016	1		1		23.285107000000	 31.520455700000	
2016	4		4		-9.310322700000	 32.752266000000	
2016	5		5		19.462140200000	 33.036357200000	
2016	1		1		23.459686000000	 30.665449400000	
2016	1		1		17.183783300000	 34.610394700000	
2016	2		2		21.769029000000	 31.418418900000	
2016	2		2		12.556153900000	 37.413339500000	
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	2		2		14.031672200000	 35.341772300000	
2016	3		3		15.501534100000	 32.502556100000	
2016	1		1		21.795002900000	 31.323726100000	
2016	20		20		32.398718500000	 11.703661000000	
2016	1		1		8.406657900000	 48.471357700000	
2016	1		1		23.973811600000	 -82.292370700000	
2016	1		1		23.681234400000	 29.814199400000	
2016	1		1		9.557510200000	 41.811330600000	
2016	1		1		19.216047000000	 32.992287700000	
2016	5		5		23.609335100000	 31.068836800000	
2016	1		1		19.525259500000	 33.297328800000	
2016	2		2		21.918449700000	 30.978598200000	
2016	1		1		3.935114700000	 41.837175200000	
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	18		18		20.964922300000	 92.213979900000	
2016	1		1		15.160691300000	 36.674504900000	
2016	1		1		9.352104400000	 42.777371200000	
2016	2		2	8	14.862978200000	 -92.459060800000	Central America to US
2016		20	20		36.756978000000	 11.992879400000	Central Mediterranean
2016	1		1		10.432537300000	 44.994641500000	
2016	1		1		17.183783300000	 34.610394700000	
2016	1		1		15.501534100000	 32.502556100000	
2016	2		2		15.501534100000	 32.502556100000	
2016	2		2		18.270105700000	 33.103923700000	
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	2		2		32.786147400000	 12.695773100000	Central Mediterranean
2016	2	1	3		32.727987400000	 15.068537300000	Central Mediterranean
2016		87	87	27	32.761023100000	 12.699894300000	Central Mediterranean
2016	6		6	165	34.180460400000	 15.864573500000	Central Mediterranean
2016	15		15		32.816624900000	 13.342539900000	Central Mediterranean
2016	1		1		15.087491900000	 36.502373500000	
2016	1		1		15.354019700000	 -93.462977400000	Central America to US
2016	8		8		32.816624900000	 13.342539900000	Central Mediterranean
2016	1		1		15.455814400000	 36.378757100000	
2016	1		1		33.507917400000	 11.117421700000	Central Mediterranean
2016	2		2		33.208609900000	 11.213254400000	Central Mediterranean
2016	1		1	3	18.856444300000	 -97.105878100000	Central America to US
2016	10		10		32.816624900000	 13.342539900000	Central Mediterranean
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		12.588165200000	 33.152276400000	
2016	1		1		16.679729400000	 33.429765500000	
2016	2		2		19.615387300000	 33.265879800000	
2016	6		6		21.966063700000	 28.394940300000	
2016	2		2		34.180460400000	 15.864573500000	Central Mediterranean
2016	1		1		25.546328400000	 -103.442644200000	Central America to US
2016	7		7	38	35.252860800000	 -3.957889200000	Western Mediterranean
2016		20	20	42	12.609592800000	 53.601065500000	Horn Africa to Yemen
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	5		5		32.816624900000	 13.342539900000	Central Mediterranean
2016	26	4	30	6	20.964922300000	 92.213979900000	
2016	11		11		32.955844000000	 13.227944400000	Central Mediterranean
2016	4		4		36.703853400000	 38.781604000000	
2016	3		3		36.225389900000	 36.502112000000	
2016	2		2		34.180460400000	 15.864573500000	Central Mediterranean
2016	14	6	20	120	34.180460400000	 15.864573500000	Central Mediterranean
2016	4		4	140	34.180460400000	 15.864573500000	Central Mediterranean
2016	4		4		14.785213500000	 42.930471600000	
2016	2		2	1	47.489249500000	 12.047001700000	
2016	5		5		23.459686000000	 30.665449400000	
2016	1		1	1	21.751643800000	 92.604100500000	
2016	1		1		22.164577900000	 -100.970343700000	Central America to US
2016	1		1		-26.133210200000	 28.231354500000	
2016	1		1		20.964922300000	 92.213979900000	
2016	1		1		16.495043000000	 -95.135752500000	Central America to US
2016	15		15		21.663450325114	 24.394882093750	
2016	1		1		18.537587800000	 -96.607505100000	Central America to US
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		-0.354097600000	 42.527818400000	
2016	1		1		3.793382300000	 42.531595000000	
2016	8		8	1	34.089237900000	 13.438092000000	Central Mediterranean
2016	1		1		35.891802400000	 -5.333986200000	Western Mediterranean
2016	1		1		16.745985700000	 -93.199610100000	Central America to US
2016	1		1		43.159215000000	 23.338148800000	Western Balkans
2016	2	26	28		36.481138100000	 12.407658900000	Central Mediterranean
2016	1		1		45.040846000000	 19.228587700000	Western Balkans
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	7		7		34.253371600000	 14.498815300000	Central Mediterranean
2016	1		1		32.770354400000	 12.376176000000	
2016	1		1		44.819432000000	 20.394488400000	Western Balkans
2016	1		1		27.133490800000	 -103.434484000000	Central America to US
2016	1		1		46.489231300000	 11.312138300000	
2016	1		1		25.550547000000	 15.594826500000	
2016	1		1		20.963816500000	 24.596916300000	
2016	1		1		43.797679911978	 7.601406590430	
2016	1		1		12.588165200000	 33.152276400000	
2016	2		2		22.098552300000	 29.693934600000	
2016	1		1		11.791145100000	 42.877495500000	
2016	2		2		9.352104400000	 42.777371200000	
2016	5		5		19.615387300000	 33.265879800000	
2016	2		2		15.501534100000	 32.502556100000	
2016	1		1		-3.398143100000	 36.642193200000	
2016	1		1		-19.362644600000	 -68.982765000000	
2016	1		1		14.543877000000	 39.388957600000	
2016	1		1		17.502790100000	 38.526220100000	
2016	1		1		15.350333700000	 32.437494900000	
2016	2		2		14.031672200000	 35.341772300000	
2016	1		1		23.285107000000	 31.520455700000	
2016	6	3	9	4	37.347060700000	 27.184556100000	Eastern Mediterranean
2016	5		5		27.715087300000	 -99.907901900000	Central America to US
2016	1		1		15.350333700000	 32.437494900000	
2016	1		1		9.548898100000	 44.029334600000	
2016	1		1		17.183783300000	 34.610394700000	
2016	2		2		14.031672200000	 35.341772300000	
2016	3		3		17.692227100000	 33.976249200000	
2016	1		1		23.285107000000	 31.520455700000	
2016	2		2		17.183783300000	 34.610394700000	
2016	3		3		17.692227100000	 33.976249200000	
2016	2		2		18.957626300000	 29.951390200000	
2016	1		1		18.268156600000	 -95.896946100000	Central America to US
2016		25	25		34.253371600000	 14.498815300000	Central Mediterranean
2016	2		2		20.785220600000	 23.845800300000	
2016	1		1		17.183783300000	 34.610394700000	
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		46.099171300000	 10.774698800000	
2016	4		4	15	40.649775600000	 24.651801300000	Eastern Mediterranean
2016	7	96	103	27	34.253371600000	 14.498815300000	Central Mediterranean
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	3		3		14.383075200000	 33.461172600000	
2016	2		2		15.501534100000	 32.502556100000	
2016	4		4		20.963816500000	 24.596916300000	
2016	2		2		23.285107000000	 31.520455700000	
2016	3		3		20.964922300000	 92.213979900000	
2016	4	95	99	23	34.253371600000	 14.498815300000	Central Mediterranean
2016		135	135	15	34.253371600000	 14.498815300000	Central Mediterranean
2016	5	1	6	114	34.253371600000	 14.498815300000	Central Mediterranean
2016		3	3	122	34.253371600000	 14.498815300000	Central Mediterranean
2016	1		1		19.355078400000	 32.647132400000	
2016	3		3		11.934168400000	 36.864917900000	
2016	4		4		22.041335800000	 26.625663100000	
2016	2		2		14.383075200000	 33.461172600000	
2016	1		1		17.692227100000	 33.976249200000	
2016	4		4		23.459686000000	 30.665449400000	
2016	1		1		27.453141600000	 -99.614631900000	Central America to US
2016	1		1		18.140439600000	 -93.451225600000	Central America to US
2016	10		10		19.525259500000	 33.297328800000	
2016	1		1		9.951394700000	 -84.116810900000	Central America to US
2016	4	22	26		34.253371600000	 14.498815300000	Central Mediterranean
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016		5	5		20.964922300000	 92.213979900000	
2016	1		1		14.031672200000	 35.341772300000	
2016	1		1		15.501534100000	 32.502556100000	
2016	3		3		20.963816500000	 24.596916300000	
2016	1		1		27.117069100000	 30.988120200000	
2016	1		1		12.917993200000	 33.195020000000	
2016	2		2		21.947065400000	 31.150155400000	
2016		19	19		25.358992700000	 -79.719282700000	Caribbean to Central America
2016	1		1	115	32.763298800000	 14.313630800000	Central Mediterranean
2016	10	12	22		34.253371600000	 14.498815300000	Central Mediterranean
2016	1		1		34.253371600000	 14.498815300000	Central Mediterranean
2016	1		1		27.453141600000	 -99.614852500000	Central America to US
2016	1		1	48	37.724580500000	 26.677828300000	Eastern Mediterranean
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	54	6	60	39	-1.467401300000	 123.006260400000	
2016		128	128	2	34.253371600000	 14.498815300000	Central Mediterranean
2016	12	99	111	29	30.880495400000	 16.351669700000	Central Mediterranean
2016	2		2		15.893138000000	 35.672195200000	
2016	1		1		-21.017413100000	 -68.943531300000	
2016	1	5	6	7	27.734507500000	 -97.406552800000	
2016	7		7		27.066317100000	 14.333614500000	
2016	2		2		27.066317100000	 14.333614500000	
2016	1		1		32.747612252173	 12.492094121484	
2016	5		5		19.484839112311	 26.702011000000	
2016	1		1		37.285751100000	 42.199416300000	
2016	3		3		34.253371600000	 14.498815300000	Central Mediterranean
2016	1		1	1	27.053550700000	 -109.441433700000	Central America to US
2016	2	4	6		34.253371600000	 14.498815300000	Central Mediterranean
2016	1		1		32.263709986934	 -105.430636975000	Central America to US
2016	2	32	34		34.253371600000	 14.498815300000	Central Mediterranean
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		50.951880300000	 1.833936700000	Calais to United Kingdom
2016	97		97	29	32.955844000000	 13.227944400000	Central Mediterranean
2016	9	1	10		34.253371600000	 14.498815300000	Central Mediterranean
2016	1	29	30		34.253371600000	 14.498815300000	Central Mediterranean
2016		29	29		34.253371600000	 14.498815300000	Central Mediterranean
2016	6	4	10		34.253371600000	 14.498815300000	Central Mediterranean
2016		10	10	140	34.253371600000	 14.498815300000	Central Mediterranean
2016	29		29	107	30.880495400000	 16.351669700000	Central Mediterranean
2016	1		1		37.343939900000	 14.111439900000	Central Mediterranean
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	2		2		24.215586000000	 -99.433269900000	Central America to US
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	44		44		23.458680200000	 -105.501573700000	Central America to US
2016	1		1		28.662178500000	 -100.576484400000	Central America to US
2016	1		1		43.438277900000	 6.469109200000	Italy to France
2016	1		1		24.215586000000	 -99.433269900000	Central America to US
2016	1		1		34.253371600000	 14.498815300000	Central Mediterranean
2016		30	30		34.253371600000	 14.498815300000	Central Mediterranean
2016	1		1		19.402255200000	 27.905378900000	
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		18.920254500000	 -98.134724400000	Central America to US
2016	1		1		34.253371600000	 14.498815300000	Central Mediterranean
2016	3		3		34.253371600000	 14.498815300000	Central Mediterranean
2016	13		13	120	34.253371600000	 14.498815300000	Central Mediterranean
2016	4	10	14		34.253371600000	 14.498815300000	Central Mediterranean
2016	14		14	300	11.961817100000	 43.296434100000	Horn Africa to Yemen
2016	2		2		14.031672200000	 35.341772300000	
2016	30		30		23.285107000000	 31.520455700000	
2016	6		6		23.248841300000	 19.724216100000	
2016	1		1		9.312848600000	 42.100639100000	
2016	3		3		15.455814400000	 36.378757100000	
2016	1		1		9.312848600000	 42.100639100000	
2016	6		6		12.917993200000	 33.195020000000	
2016	5		5		27.180160300000	 31.153529700000	
2016	2		2		15.501534100000	 32.502556100000	
2016	12		12		23.285107000000	 31.520455700000	
2016	5		5		12.601127000000	 37.438938500000	
2016	1		1		-9.310322700000	 32.752266000000	
2016	2		2		25.694896700000	 32.624478000000	
2016	1		1		-5.044899700000	 32.064499800000	
2016	1		1		9.557510200000	 41.811330600000	
2016	5	4	9	118	33.102551800000	 13.130846500000	Central Mediterranean
2016	1		1		28.691352900000	 -100.574861400000	Central America to US
2016	1		1	1	16.089042200000	 -93.774371000000	Central America to US
2016	1		1		33.024950500000	 -115.845024500000	Central America to US
2016	3		3		14.031672200000	 35.341772300000	
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	6		6		15.501534100000	 32.502556100000	
2016	2		2		17.692227100000	 33.976249200000	
2016	2		2		13.859406900000	 33.085327300000	
2016	2		2		23.459686000000	 30.665449400000	
2016	1		1		50.529873600000	 2.626163000000	
2016		1	1		23.273557300000	 -81.248220000000	Caribbean to Central America
2016	1		1		51.101895200000	 0.983391600000	
2016	1		1		9.312848600000	 42.100639100000	
2016	1		1		10.432537300000	 44.994641500000	
2016	1		1		23.285107000000	 31.520455700000	
2016	1		1		8.406657900000	 48.471357700000	
2016	5		5		20.794832300000	 30.338294400000	
2016	1		1		15.111552600000	 36.230819000000	
2016	1		1		14.873133900000	 38.155581900000	
2016	1		1		17.702562300000	 38.363039100000	
2016	1		1	2	50.951880300000	 1.833936700000	Calais to United Kingdom
2016	1		1		20.129511000000	 -104.468201400000	Central America to US
2016		17	17	113	38.960724200000	 10.904485400000	Central Mediterranean
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		19.525259500000	 33.297328800000	
2016	1		1		21.906769500000	 30.822252900000	
2016	2		2		17.692227100000	 33.976249200000	
2016	2		2		21.906769500000	 30.822252900000	
2016	1		1		27.133490800000	 -103.434484000000	Central America to US
2016	1		1		41.344216100000	 26.099691600000	Western Balkans
2016	1	3	4		35.895384600000	 -5.334817200000	Western Mediterranean
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		1.198356800000	 -77.269367000000	Caribbean to Central America
2016	1		1		28.661141800000	 -100.569016600000	Central America to US
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		9.557510200000	 41.811330600000	
2016	30		30		12.052156400000	 24.874462400000	
2016	6		6		30.272374300000	 19.074105200000	
2016	5		5		12.994478700000	 36.182405400000	
2016	3		3		31.224091900000	 29.884850000000	
2016	6		6		11.580677900000	 37.310383100000	
2016	2		2		12.966649600000	 36.111394100000	
2016	2		2		17.583973500000	 33.950157000000	
2016	1		1	1	50.951880300000	 1.833936700000	Calais to United Kingdom
2016	1		1		15.678887600000	 -93.230549400000	Central America to US
2016	1		1		43.801170700000	 7.592028400000	Italy to France
2016	2		2		32.955797400000	 12.058880000000	Central Mediterranean
2016	1		1		37.843869900000	 27.242286000000	Eastern Mediterranean
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	3		3		32.955797400000	 12.058880000000	Central Mediterranean
2016	10		10		11.961817100000	 43.296434100000	Horn Africa to Yemen
2016			0		18.268156600000	 -95.896946100000	Central America to US
2016	6		6	60	18.268156600000	 -95.896946100000	Central America to US
2016	28		28		34.253371600000	 14.498815300000	Central Mediterranean
2016	11		11		32.885643000000	 13.678685600000	Central Mediterranean
2016	10		10		32.727987400000	 15.068537300000	Central Mediterranean
2016	30		30		32.878302000000	 12.386814500000	Central Mediterranean
2016	1		1		37.599864200000	 26.029615800000	Eastern Mediterranean
2016	1		1		9.352104400000	 42.777371200000	
2016	1		1		13.627617000000	 25.310526900000	
2016	1		1		32.928427400000	 12.044630400000	
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		28.744368162990	 -100.468965674900	Central America to US
2016	7		7	37	-12.594429500000	 38.794922000000	
2016	1		1		7.781119400000	 -77.932556400000	Darien Gap
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		32.887209400000	 13.191338300000	
2016	5		5		32.451679657525	 14.591612250000	
2016	1		1		27.104462568818	 14.823972987500	
2016	7	20	27	3	37.031906900000	 27.421418000000	Eastern Mediterranean
2016	14		14	11	27.379181800000	 58.537527200000	
2016	18		18		32.096425800000	 23.920516700000	Central Mediterranean
2016	1		1		27.133490800000	 -103.434484000000	Central America to US
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016		1	1		27.133490800000	 -103.434484000000	Central America to US
2016	1		1		50.951880300000	 1.833936700000	Calais to United Kingdom
2016	1		1		15.359741600000	 49.706400100000	Horn Africa to Yemen
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		-0.459103400000	 39.631075800000	
2016	1		1		2.776983200000	 45.499266400000	
2016	1		1		-0.354097600000	 42.527818400000	
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		18.268156600000	 -95.896946100000	Central America to US
2016	1		1		21.668882700000	 39.153842500000	
2016	5	15	20	3	24.713256300000	 -81.119485200000	
2016	1		1		11.197166100000	 -85.514037700000	Central America to US
2016	1		1		11.097036200000	 -85.683011600000	Central America to US
2016	204	84	288	162	31.473281800000	 30.323640200000	Central Mediterranean
2016	7		7		19.402255200000	 27.905378900000	
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1	14	37.162570000000	 9.121454400000	Central Mediterranean
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	2		2		14.031672200000	 35.341772300000	
2016	3		3		29.500153200000	 33.997908800000	
2016	1		1		-9.309564800000	 32.768947900000	
2016	1		1		38.249009200000	 21.710586400000	Western Balkans
2016	1		1		28.637673500000	 -100.528216300000	Central America to US
2016	2		2		15.501534100000	 32.502556100000	
2016	2		2		14.031672200000	 35.341772300000	
2016	1		1		15.455814400000	 36.378757100000	
2016	2		2		21.906769500000	 30.822252900000	
2016	1		1		17.692227100000	 33.976249200000	
2016	25		25		27.715087300000	 -99.907901900000	Central America to US
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		31.965203600000	 -113.011894500000	Central America to US
2016	1		1		12.556153900000	 37.413339500000	
2016	8		8		8.697457600000	 -77.311269500000	
2016	1		1		50.951880300000	 1.833936700000	Calais to United Kingdom
2016	1		1		27.792175400000	 -99.870759400000	Central America to US
