type	lat	lon	name	desc
T	15.705830000	0.914350000		
T	15.705840000	0.914530000		
T	15.705850000	0.914720000		
T	15.705860000	0.914910000		
T	15.705860000	0.915090000		
T	15.705870000	0.915280000		
T	15.705880000	0.915470000		
T	15.705880000	0.915520000		
T	15.705900000	0.915650000		
T	15.705920000	0.915840000		
T	15.705940000	0.916020000		
T	15.705960000	0.916210000		
T	15.705970000	0.916390000		
T	15.705980000	0.916400000		
T	15.706000000	0.916580000		
T	15.706030000	0.916770000		
T	15.706040000	0.916840000		
T	15.706070000	0.916950000		
T	15.706120000	0.917130000		
T	15.706170000	0.917310000		
T	15.706170000	0.917330000		
T	15.706230000	0.917480000		
T	15.706290000	0.917660000		
T	15.706350000	0.917840000		
T	15.706410000	0.918010000		
T	15.706420000	0.918050000		
T	15.706470000	0.918190000		
T	15.706530000	0.918360000		
T	15.706590000	0.918540000		
T	15.706650000	0.918710000		
T	15.706720000	0.918890000		
T	15.706780000	0.919060000		
T	15.706800000	0.919120000		
T	15.706840000	0.919240000		
T	15.706900000	0.919420000		
T	15.706960000	0.919590000		
T	15.707020000	0.919770000		
T	15.707090000	0.919940000		
T	15.707150000	0.920120000		
T	15.707210000	0.920290000		
T	15.707220000	0.920320000		
T	15.707280000	0.920470000		
T	15.707350000	0.920640000		
T	15.707430000	0.920810000		
T	15.707500000	0.920980000		
T	15.707570000	0.921150000		
T	15.707640000	0.921320000		
T	15.707720000	0.921490000		
T	15.707790000	0.921660000		
T	15.707860000	0.921830000		
T	15.707930000	0.922000000		
T	15.708010000	0.922170000		
T	15.708080000	0.922350000		
T	15.708150000	0.922520000		
T	15.708220000	0.922690000		
T	15.708230000	0.922690000		
T	15.708300000	0.922860000		
T	15.708370000	0.923030000		
T	15.708450000	0.923200000		
T	15.708520000	0.923370000		
T	15.708590000	0.923540000		
T	15.708670000	0.923710000		
T	15.708740000	0.923880000		
T	15.708820000	0.924050000		
T	15.708890000	0.924220000		
T	15.708960000	0.924390000		
T	15.709040000	0.924560000		
T	15.709110000	0.924730000		
T	15.709180000	0.924890000		
T	15.709180000	0.924900000		
T	15.709250000	0.925080000		
T	15.709320000	0.925250000		
T	15.709390000	0.925420000		
T	15.709450000	0.925600000		
T	15.709520000	0.925770000		
T	15.709590000	0.925940000		
T	15.709660000	0.926120000		
T	15.709670000	0.926150000		
T	15.709700000	0.926300000		
T	15.709740000	0.926480000		
T	15.709780000	0.926660000		
T	15.709810000	0.926840000		
T	15.709850000	0.927030000		
T	15.709890000	0.927210000		
T	15.709900000	0.927270000		
T	15.709920000	0.927390000		
T	15.709950000	0.927580000		
T	15.709980000	0.927760000		
T	15.710010000	0.927920000		
T	15.710010000	0.927940000		
T	15.710020000	0.928130000		
T	15.710030000	0.928320000		
T	15.710040000	0.928500000		
T	15.710050000	0.928550000		
T	15.710040000	0.928690000		
T	15.710030000	0.928880000		
T	15.710030000	0.929030000		
T	15.710020000	0.929060000		
T	15.710000000	0.929250000		
T	15.709970000	0.929430000		
T	15.709960000	0.929490000		
T	15.709940000	0.929620000		
T	15.709900000	0.929800000		
T	15.709860000	0.929980000		
T	15.709850000	0.930000000		
T	15.709810000	0.930160000		
T	15.709750000	0.930340000		
T	15.709700000	0.930520000		
T	15.709650000	0.930700000		
T	15.709630000	0.930760000		
T	15.709600000	0.930880000		
T	15.709550000	0.931060000		
T	15.709500000	0.931240000		
T	15.709500000	0.931260000		
T	15.709470000	0.931420000		
T	15.709440000	0.931610000		
T	15.709420000	0.931790000		
T	15.709400000	0.931910000		
T	15.709400000	0.931980000		
T	15.709400000	0.932160000		
T	15.709390000	0.932350000		
T	15.709390000	0.932540000		
T	15.709390000	0.932620000		
T	15.709400000	0.932720000		
T	15.709410000	0.932910000		
T	15.709420000	0.933090000		
T	15.709440000	0.933260000		
T	15.709440000	0.933280000		
T	15.709470000	0.933470000		
T	15.709490000	0.933650000		
T	15.709500000	0.933690000		
T	15.709530000	0.933830000		
T	15.709570000	0.934000000		
T	15.709570000	0.934010000		
T	15.709630000	0.934190000		
T	15.709690000	0.934370000		
T	15.709700000	0.934390000		
T	15.709760000	0.934540000		
T	15.709820000	0.934720000		
T	15.709850000	0.934790000		
T	15.709890000	0.934890000		
T	15.709960000	0.935060000		
T	15.710030000	0.935230000		
T	15.710050000	0.935260000		
T	15.710110000	0.935400000		
T	15.710190000	0.935570000		
T	15.710240000	0.935690000		
T	15.710270000	0.935730000		
T	15.710370000	0.935890000		
T	15.710460000	0.936050000		
T	15.710550000	0.936210000		
T	15.710650000	0.936370000		
T	15.710710000	0.936480000		
T	15.710740000	0.936530000		
T	15.710840000	0.936690000		
T	15.710940000	0.936850000		
T	15.711030000	0.937000000		
T	15.711130000	0.937160000		
T	15.711230000	0.937320000		
T	15.711320000	0.937480000		
T	15.711420000	0.937630000		
T	15.711510000	0.937790000		
T	15.711610000	0.937950000		
T	15.711710000	0.938110000		
T	15.711800000	0.938260000		
T	15.711900000	0.938420000		
T	15.711920000	0.938450000		
T	15.712000000	0.938580000		
T	15.712100000	0.938730000		
T	15.712210000	0.938880000		
T	15.712310000	0.939040000		
T	15.712410000	0.939190000		
T	15.712470000	0.939280000		
T	15.712510000	0.939350000		
T	15.712600000	0.939510000		
T	15.712690000	0.939670000		
T	15.712780000	0.939830000		
T	15.712870000	0.939990000		
T	15.712910000	0.940060000		
T	15.712960000	0.940160000		
T	15.713030000	0.940330000		
T	15.713110000	0.940500000		
T	15.713120000	0.940530000		
T	15.713180000	0.940670000		
T	15.713250000	0.940840000		
T	15.713330000	0.941010000		
T	15.713400000	0.941180000		
T	15.713470000	0.941350000		
T	15.713540000	0.941520000		
T	15.713580000	0.941600000		
T	15.713620000	0.941690000		
T	15.713690000	0.941870000		
T	15.713760000	0.942040000		
T	15.713830000	0.942210000		
T	15.713900000	0.942380000		
T	15.713970000	0.942550000		
T	15.714040000	0.942720000		
T	15.714110000	0.942900000		
T	15.714180000	0.943070000		
T	15.714250000	0.943240000		
T	15.714330000	0.943410000		
T	15.714400000	0.943580000		
T	15.714470000	0.943750000		
T	15.714540000	0.943930000		
T	15.714610000	0.944100000		
T	15.714680000	0.944270000		
T	15.714700000	0.944300000		
T	15.714750000	0.944440000		
T	15.714820000	0.944610000		
T	15.714890000	0.944790000		
T	15.714960000	0.944960000		
T	15.715030000	0.945130000		
T	15.715100000	0.945300000		
T	15.715170000	0.945470000		
T	15.715240000	0.945650000		
T	15.715310000	0.945820000		
T	15.715380000	0.945990000		
T	15.715450000	0.946160000		
T	15.715510000	0.946310000		
T	15.715520000	0.946340000		
T	15.715590000	0.946510000		
T	15.715660000	0.946680000		
T	15.715730000	0.946850000		
T	15.715800000	0.947020000		
T	15.715870000	0.947190000		
T	15.715950000	0.947370000		
T	15.716020000	0.947540000		
T	15.716090000	0.947710000		
T	15.716160000	0.947880000		
T	15.716230000	0.948050000		
T	15.716300000	0.948220000		
T	15.716350000	0.948350000		
T	15.716370000	0.948400000		
T	15.716440000	0.948570000		
T	15.716510000	0.948740000		
T	15.716580000	0.948910000		
T	15.716650000	0.949080000		
T	15.716720000	0.949250000		
T	15.716790000	0.949430000		
T	15.716860000	0.949600000		
T	15.716880000	0.949630000		
T	15.716930000	0.949770000		
T	15.716990000	0.949950000		
T	15.717060000	0.950120000		
T	15.717120000	0.950300000		
T	15.717180000	0.950450000		
T	15.717180000	0.950470000		
T	15.717220000	0.950650000		
T	15.717260000	0.950840000		
T	15.717300000	0.951020000		
T	15.717310000	0.951130000		
T	15.717340000	0.951310000		
T	15.717360000	0.951500000		
T	15.717390000	0.951680000		
T	15.717400000	0.951750000		
T	15.717400000	0.951870000		
T	15.717400000	0.952050000		
T	15.717400000	0.952240000		
T	15.717400000	0.952430000		
T	15.717400000	0.952530000		
T	15.717390000	0.952610000		
T	15.717370000	0.952800000		
T	15.717360000	0.952990000		
T	15.717340000	0.953170000		
T	15.717330000	0.953360000		
T	15.717330000	0.953390000		
T	15.717300000	0.953540000		
T	15.717280000	0.953730000		
T	15.717250000	0.953910000		
T	15.717220000	0.954100000		
T	15.717190000	0.954280000		
T	15.717190000	0.954320000		
T	15.717150000	0.954460000		
T	15.717110000	0.954640000		
T	15.717060000	0.954830000		
T	15.717030000	0.954950000		
T	15.717010000	0.955000000		
T	15.716960000	0.955180000		
T	15.716900000	0.955360000		
T	15.716840000	0.955540000		
T	15.716790000	0.955720000		
T	15.716780000	0.955750000		
T	15.716740000	0.955900000		
T	15.716700000	0.956080000		
T	15.716650000	0.956260000		
T	15.716630000	0.956410000		
T	15.716590000	0.956600000		
T	15.716580000	0.956700000		
T	15.716570000	0.956780000		
T	15.716540000	0.956970000		
T	15.716520000	0.957150000		
T	15.716510000	0.957230000		
T	15.716500000	0.957340000		
T	15.716480000	0.957520000		
T	15.716460000	0.957710000		
T	15.716460000	0.957720000		
T	15.716460000	0.957900000		
T	15.716450000	0.958080000		
T	15.716440000	0.958170000		
T	15.716440000	0.958270000		
T	15.716440000	0.958460000		
T	15.716430000	0.958640000		
T	15.716430000	0.958770000		
T	15.716430000	0.958830000		
T	15.716430000	0.959020000		
T	15.716440000	0.959200000		
T	15.716440000	0.959390000		
T	15.716440000	0.959580000		
T	15.716440000	0.959680000		
T	15.716440000	0.959760000		
T	15.716440000	0.959950000		
T	15.716440000	0.960140000		
T	15.716440000	0.960320000		
T	15.716440000	0.960510000		
T	15.716440000	0.960700000		
T	15.716450000	0.960880000		
T	15.716450000	0.961070000		
T	15.716450000	0.961260000		
T	15.716450000	0.961340000		
T	15.716450000	0.961450000		
T	15.716450000	0.961630000		
T	15.716450000	0.961820000		
T	15.716450000	0.962010000		
T	15.716460000	0.962190000		
T	15.716460000	0.962380000		
T	15.716460000	0.962570000		
T	15.716460000	0.962750000		
T	15.716470000	0.962940000		
T	15.716470000	0.963130000		
T	15.716470000	0.963310000		
T	15.716470000	0.963500000		
T	15.716470000	0.963690000		
T	15.716480000	0.963870000		
T	15.716480000	0.963910000		
T	15.716480000	0.964060000		
T	15.716480000	0.964250000		
T	15.716470000	0.964430000		
T	15.716470000	0.964620000		
T	15.716470000	0.964810000		
T	15.716470000	0.965000000		
T	15.716470000	0.965180000		
T	15.716470000	0.965370000		
T	15.716470000	0.965530000		
T	15.716470000	0.965560000		
T	15.716470000	0.965740000		
T	15.716480000	0.965930000		
T	15.716480000	0.966120000		
T	15.716480000	0.966300000		
T	15.716490000	0.966490000		
T	15.716490000	0.966680000		
T	15.716490000	0.966860000		
T	15.716500000	0.966950000		
T	15.716490000	0.967050000		
T	15.716490000	0.967240000		
T	15.716480000	0.967420000		
T	15.716480000	0.967610000		
T	15.716470000	0.967800000		
T	15.716470000	0.967980000		
T	15.716460000	0.968170000		
T	15.716460000	0.968320000		
T	15.716460000	0.968360000		
T	15.716440000	0.968540000		
T	15.716420000	0.968730000		
T	15.716400000	0.968910000		
T	15.716380000	0.969100000		
T	15.716370000	0.969190000		
T	15.716350000	0.969280000		
T	15.716320000	0.969470000		
T	15.716280000	0.969650000		
T	15.716260000	0.969800000		
T	15.716250000	0.969840000		
T	15.716200000	0.970020000		
T	15.716160000	0.970200000		
T	15.716110000	0.970380000		
T	15.716070000	0.970560000		
T	15.716040000	0.970650000		
T	15.716010000	0.970740000		
T	15.715960000	0.970910000		
T	15.715900000	0.971090000		
T	15.715850000	0.971270000		
T	15.715800000	0.971400000		
T	15.715780000	0.971440000		
T	15.715700000	0.971610000		
T	15.715620000	0.971780000		
T	15.715550000	0.971950000		
T	15.715500000	0.972040000		
T	15.715460000	0.972110000		
T	15.715370000	0.972270000		
T	15.715280000	0.972430000		
T	15.715270000	0.972440000		
T	15.715180000	0.972590000		
T	15.715080000	0.972750000		
T	15.714990000	0.972910000		
T	15.714890000	0.973060000		
T	15.714780000	0.973210000		
T	15.714660000	0.973350000		
T	15.714550000	0.973500000		
T	15.714430000	0.973640000		
T	15.714320000	0.973790000		
T	15.714210000	0.973930000		
T	15.714130000	0.974030000		
T	15.714090000	0.974070000		
T	15.713960000	0.974200000		
T	15.713820000	0.974330000		
T	15.713690000	0.974450000		
T	15.713560000	0.974580000		
T	15.713430000	0.974710000		
T	15.713300000	0.974840000		
T	15.713170000	0.974960000		
T	15.713040000	0.975090000		
T	15.712900000	0.975220000		
T	15.712860000	0.975260000		
T	15.712780000	0.975350000		
T	15.712660000	0.975490000		
T	15.712530000	0.975620000		
T	15.712410000	0.975760000		
T	15.712280000	0.975900000		
T	15.712160000	0.976030000		
T	15.712040000	0.976170000		
T	15.711910000	0.976300000		
T	15.711790000	0.976440000		
T	15.711670000	0.976570000		
T	15.711570000	0.976680000		
T	15.711540000	0.976710000		
T	15.711420000	0.976850000		
T	15.711300000	0.976980000		
T	15.711170000	0.977120000		
T	15.711050000	0.977250000		
T	15.710930000	0.977390000		
T	15.710800000	0.977530000		
T	15.710680000	0.977660000		
T	15.710600000	0.977760000		
T	15.710570000	0.977810000		
T	15.710480000	0.977970000		
T	15.710380000	0.978130000		
T	15.710290000	0.978290000		
T	15.710210000	0.978430000		
T	15.710200000	0.978450000		
T	15.710130000	0.978620000		
T	15.710060000	0.978800000		
T	15.709990000	0.978970000		
T	15.709960000	0.979050000		
T	15.709940000	0.979150000		
T	15.709900000	0.979330000		
T	15.709860000	0.979510000		
T	15.709830000	0.979630000		
T	15.709830000	0.979690000		
T	15.709820000	0.979880000		
T	15.709800000	0.980070000		
T	15.709790000	0.980200000		
T	15.709800000	0.980250000		
T	15.709800000	0.980440000		
T	15.709810000	0.980630000		
T	15.709810000	0.980810000		
T	15.709820000	0.981000000		
T	15.709820000	0.981040000		
T	15.709840000	0.981180000		
T	15.709860000	0.981370000		
T	15.709890000	0.981560000		
T	15.709910000	0.981740000		
T	15.709930000	0.981910000		
T	15.709930000	0.981930000		
T	15.709950000	0.982110000		
T	15.709970000	0.982300000		
T	15.709990000	0.982480000		
T	15.710010000	0.982670000		
T	15.710030000	0.982850000		
T	15.710050000	0.983040000		
T	15.710070000	0.983210000		
T	15.710070000	0.983230000		
T	15.710080000	0.983410000		
T	15.710100000	0.983600000		
T	15.710110000	0.983780000		
T	15.710130000	0.983970000		
T	15.710140000	0.984160000		
T	15.710160000	0.984340000		
T	15.710170000	0.984530000		
T	15.710190000	0.984720000		
T	15.710200000	0.984900000		
T	15.710220000	0.985090000		
T	15.710240000	0.985270000		
T	15.710260000	0.985460000		
T	15.710280000	0.985650000		
T	15.710300000	0.985830000		
T	15.710320000	0.986020000		
T	15.710340000	0.986200000		
T	15.710360000	0.986390000		
T	15.710380000	0.986570000		
T	15.710380000	0.986630000		
T	15.710400000	0.986760000		
T	15.710430000	0.986940000		
T	15.710450000	0.987130000		
T	15.710480000	0.987310000		
T	15.710510000	0.987500000		
T	15.710520000	0.987560000		
T	15.710540000	0.987680000		
T	15.710570000	0.987870000		
T	15.710610000	0.988050000		
T	15.710640000	0.988230000		
T	15.710670000	0.988420000		
T	15.710710000	0.988600000		
T	15.710740000	0.988780000		
T	15.710770000	0.988970000		
T	15.710810000	0.989150000		
T	15.710830000	0.989280000		
T	15.710840000	0.989330000		
T	15.710860000	0.989520000		
T	15.710890000	0.989700000		
T	15.710910000	0.989890000		
T	15.710930000	0.990040000		
T	15.710930000	0.990080000		
T	15.710950000	0.990260000		
T	15.710970000	0.990450000		
T	15.710980000	0.990630000		
T	15.711000000	0.990820000		
T	15.711020000	0.991010000		
T	15.711020000	0.991190000		
T	15.711020000	0.991380000		
T	15.711030000	0.991570000		
T	15.711030000	0.991750000		
T	15.711040000	0.991940000		
T	15.711040000	0.992130000		
T	15.711050000	0.992310000		
T	15.711050000	0.992420000		
T	15.711050000	0.992500000		
T	15.711060000	0.992690000		
T	15.711060000	0.992870000		
T	15.711070000	0.993060000		
T	15.711070000	0.993250000		
T	15.711080000	0.993430000		
T	15.711080000	0.993620000		
T	15.711090000	0.993810000		
T	15.711090000	0.993900000		
T	15.711100000	0.993990000		
T	15.711120000	0.994180000		
T	15.711140000	0.994360000		
T	15.711170000	0.994550000		
T	15.711190000	0.994740000		
T	15.711210000	0.994920000		
T	15.711220000	0.995030000		
T	15.711230000	0.995110000		
T	15.711260000	0.995290000		
T	15.711280000	0.995480000		
T	15.711300000	0.995660000		
T	15.711330000	0.995850000		
T	15.711350000	0.996030000		
T	15.711370000	0.996220000		
T	15.711370000	0.996250000		
T	15.711400000	0.996400000		
T	15.711440000	0.996580000		
T	15.711470000	0.996770000		
T	15.711510000	0.996950000		
T	15.711510000	0.996960000		
T	15.711560000	0.997130000		
T	15.711610000	0.997310000		
T	15.711650000	0.997490000		
T	15.711700000	0.997670000		
T	15.711710000	0.997690000		
T	15.711770000	0.997850000		
T	15.711830000	0.998020000		
T	15.711890000	0.998200000		
T	15.711940000	0.998340000		
T	15.711960000	0.998370000		
T	15.712020000	0.998550000		
T	15.712080000	0.998720000		
T	15.712150000	0.998890000		
T	15.712210000	0.999070000		
T	15.712280000	0.999240000		
T	15.712310000	0.999310000		
T	15.712380000	0.999480000		
T	15.712450000	0.999650000		
T	15.712530000	0.999820000		
T	15.712560000	0.999900000		
T	15.712600000	0.999990000		
T	15.712680000	1.000160000		
T	15.712760000	1.000330000		
T	15.712830000	1.000500000		
T	15.712910000	1.000670000		
T	15.712990000	1.000840000		
T	15.713070000	1.001010000		
T	15.713140000	1.001170000		
T	15.713150000	1.001200000		
T	15.713240000	1.001330000		
T	15.713330000	1.001490000		
T	15.713430000	1.001650000		
T	15.713530000	1.001810000		
T	15.713620000	1.001960000		
T	15.713720000	1.002120000		
T	15.713820000	1.002280000		
T	15.713910000	1.002440000		
T	15.714010000	1.002590000		
T	15.714110000	1.002750000		
T	15.714170000	1.002860000		
T	15.714200000	1.002910000		
T	15.714300000	1.003070000		
T	15.714400000	1.003220000		
T	15.714500000	1.003380000		
T	15.714600000	1.003530000		
T	15.714700000	1.003690000		
T	15.714750000	1.003770000		
T	15.714810000	1.003840000		
T	15.714920000	1.003980000		
T	15.715040000	1.004130000		
T	15.715150000	1.004270000		
T	15.715270000	1.004410000		
T	15.715380000	1.004560000		
T	15.715490000	1.004690000		
T	15.715500000	1.004700000		
T	15.715620000	1.004840000		
T	15.715730000	1.004980000		
T	15.715850000	1.005120000		
T	15.715970000	1.005260000		
T	15.716090000	1.005400000		
T	15.716210000	1.005540000		
T	15.716330000	1.005680000		
T	15.716420000	1.005790000		
T	15.716450000	1.005820000		
T	15.716570000	1.005960000		
T	15.716690000	1.006090000		
T	15.716820000	1.006230000		
T	15.716940000	1.006370000		
T	15.717060000	1.006500000		
T	15.717180000	1.006640000		
T	15.717310000	1.006780000		
T	15.717430000	1.006910000		
T	15.717550000	1.007050000		
T	15.717670000	1.007190000		
T	15.717800000	1.007320000		
T	15.717920000	1.007460000		
T	15.718040000	1.007600000		
T	15.718170000	1.007730000		
T	15.718290000	1.007870000		
T	15.718410000	1.008010000		
T	15.718530000	1.008140000		
T	15.718660000	1.008280000		
T	15.718780000	1.008420000		
T	15.718900000	1.008550000		
T	15.719020000	1.008690000		
T	15.719150000	1.008830000		
T	15.719270000	1.008960000		
T	15.719320000	1.009020000		
T	15.719390000	1.009100000		
T	15.719510000	1.009240000		
T	15.719630000	1.009380000		
T	15.719750000	1.009520000		
T	15.719870000	1.009660000		
T	15.719990000	1.009800000		
T	15.720110000	1.009940000		
T	15.720230000	1.010080000		
T	15.720350000	1.010220000		
T	15.720470000	1.010350000		
T	15.720590000	1.010490000		
T	15.720710000	1.010630000		
T	15.720830000	1.010770000		
T	15.720950000	1.010910000		
T	15.721070000	1.011050000		
T	15.721190000	1.011190000		
T	15.721310000	1.011330000		
T	15.721430000	1.011470000		
T	15.721550000	1.011610000		
T	15.721590000	1.011650000		
T	15.721670000	1.011740000		
T	15.721800000	1.011880000		
T	15.721920000	1.012010000		
T	15.722040000	1.012150000		
T	15.722170000	1.012290000		
T	15.722290000	1.012420000		
T	15.722420000	1.012560000		
T	15.722540000	1.012690000		
T	15.722660000	1.012830000		
T	15.722790000	1.012970000		
T	15.722910000	1.013100000		
T	15.723030000	1.013240000		
T	15.723160000	1.013370000		
T	15.723280000	1.013510000		
T	15.723400000	1.013650000		
T	15.723480000	1.013730000		
T	15.723530000	1.013780000		
T	15.723650000	1.013920000		
T	15.723770000	1.014060000		
T	15.723890000	1.014200000		
T	15.724010000	1.014330000		
T	15.724130000	1.014470000		
T	15.724250000	1.014610000		
T	15.724380000	1.014750000		
T	15.724500000	1.014880000		
T	15.724620000	1.015020000		
T	15.724740000	1.015160000		
T	15.724860000	1.015300000		
T	15.724980000	1.015440000		
T	15.725090000	1.015560000		
T	15.725100000	1.015580000		
T	15.725200000	1.015730000		
T	15.725290000	1.015890000		
T	15.725390000	1.016050000		
T	15.725490000	1.016210000		
T	15.725580000	1.016370000		
T	15.725680000	1.016520000		
T	15.725770000	1.016680000		
T	15.725870000	1.016840000		
T	15.725900000	1.016890000		
T	15.725960000	1.017000000		
T	15.726040000	1.017170000		
T	15.726120000	1.017340000		
T	15.726200000	1.017500000		
T	15.726280000	1.017670000		
T	15.726360000	1.017830000		
T	15.726360000	1.017840000		
T	15.726420000	1.018010000		
T	15.726490000	1.018190000		
T	15.726550000	1.018360000		
T	15.726590000	1.018460000		
T	15.726620000	1.018540000		
T	15.726680000	1.018710000		
T	15.726740000	1.018890000		
T	15.726800000	1.019070000		
T	15.726810000	1.019110000		
T	15.726840000	1.019250000		
T	15.726890000	1.019430000		
T	15.726920000	1.019560000		
T	15.726920000	1.019610000		
T	15.726950000	1.019790000		
T	15.726970000	1.019980000		
T	15.726990000	1.020170000		
T	15.727020000	1.020350000		
T	15.727040000	1.020540000		
T	15.727060000	1.020680000		
T	15.727060000	1.020720000		
T	15.727080000	1.020910000		
T	15.727100000	1.021090000		
T	15.727120000	1.021280000		
T	15.727130000	1.021460000		
T	15.727150000	1.021650000		
T	15.727170000	1.021840000		
T	15.727190000	1.022020000		
T	15.727210000	1.022210000		
T	15.727220000	1.022390000		
T	15.727230000	1.022420000		
T	15.727240000	1.022580000		
T	15.727260000	1.022770000		
T	15.727280000	1.022950000		
T	15.727290000	1.023140000		
T	15.727310000	1.023320000		
T	15.727330000	1.023510000		
T	15.727340000	1.023700000		
T	15.727360000	1.023880000		
T	15.727380000	1.024070000		
T	15.727390000	1.024250000		
T	15.727410000	1.024440000		
T	15.727430000	1.024630000		
T	15.727450000	1.024810000		
T	15.727460000	1.025000000		
T	15.727470000	1.025080000		
T	15.727480000	1.025180000		
T	15.727490000	1.025370000		
T	15.727510000	1.025560000		
T	15.727520000	1.025740000		
T	15.727540000	1.025930000		
T	15.727550000	1.026120000		
T	15.727570000	1.026300000		
T	15.727590000	1.026490000		
T	15.727600000	1.026670000		
T	15.727620000	1.026860000		
T	15.727630000	1.027050000		
T	15.727650000	1.027230000		
T	15.727660000	1.027420000		
T	15.727680000	1.027610000		
T	15.727690000	1.027790000		
T	15.727700000	1.027850000		
T	15.727710000	1.027980000		
T	15.727720000	1.028160000		
T	15.727730000	1.028350000		
T	15.727740000	1.028540000		
T	15.727760000	1.028720000		
T	15.727760000	1.028790000		
T	15.727780000	1.028910000		
T	15.727810000	1.029090000		
T	15.727840000	1.029280000		
T	15.727870000	1.029430000		
T	15.727880000	1.029460000		
T	15.727930000	1.029640000		
T	15.727990000	1.029820000		
T	15.728040000	1.030000000		
T	15.728070000	1.030110000		
T	15.728090000	1.030170000		
T	15.728140000	1.030350000		
T	15.728190000	1.030530000		
T	15.728250000	1.030710000		
T	15.728250000	1.030720000		
T	15.728320000	1.030880000		
T	15.728390000	1.031050000		
T	15.728470000	1.031220000		
T	15.728540000	1.031390000		
T	15.728620000	1.031560000		
T	15.728690000	1.031730000		
T	15.728720000	1.031780000		
T	15.728780000	1.031900000		
T	15.728860000	1.032060000		
T	15.728950000	1.032230000		
T	15.729030000	1.032390000		
T	15.729140000	1.032540000		
T	15.729250000	1.032690000		
T	15.729360000	1.032840000		
T	15.729460000	1.032990000		
T	15.729570000	1.033140000		
T	15.729650000	1.033240000		
T	15.729680000	1.033290000		
T	15.729790000	1.033430000		
T	15.729900000	1.033580000		
T	15.730010000	1.033730000		
T	15.730120000	1.033880000		
T	15.730230000	1.034020000		
T	15.730340000	1.034170000		
T	15.730450000	1.034320000		
T	15.730560000	1.034470000		
T	15.730670000	1.034610000		
T	15.730780000	1.034760000		
T	15.730900000	1.034910000		
T	15.731010000	1.035060000		
T	15.731120000	1.035200000		
T	15.731120000	1.035210000		
T	15.731230000	1.035350000		
T	15.731340000	1.035500000		
T	15.731450000	1.035640000		
T	15.731570000	1.035790000		
T	15.731680000	1.035930000		
T	15.731790000	1.036080000		
T	15.731900000	1.036220000		
T	15.732020000	1.036370000		
T	15.732130000	1.036520000		
T	15.732240000	1.036660000		
T	15.732350000	1.036810000		
T	15.732470000	1.036950000		
T	15.732580000	1.037100000		
T	15.732690000	1.037240000		
T	15.732800000	1.037390000		
T	15.732920000	1.037540000		
T	15.733030000	1.037680000		
T	15.733140000	1.037830000		
T	15.733250000	1.037970000		
T	15.733370000	1.038120000		
T	15.733480000	1.038270000		
T	15.733500000	1.038290000		
T	15.733590000	1.038410000		
T	15.733700000	1.038560000		
T	15.733810000	1.038710000		
T	15.733920000	1.038860000		
T	15.734030000	1.039000000		
T	15.734140000	1.039150000		
T	15.734250000	1.039300000		
T	15.734360000	1.039450000		
T	15.734470000	1.039600000		
T	15.734580000	1.039740000		
T	15.734690000	1.039890000		
T	15.734800000	1.040040000		
T	15.734910000	1.040190000		
T	15.735020000	1.040330000		
T	15.735130000	1.040480000		
T	15.735240000	1.040630000		
T	15.735350000	1.040780000		
T	15.735460000	1.040930000		
T	15.735570000	1.041070000		
T	15.735680000	1.041220000		
T	15.735740000	1.041300000		
T	15.735790000	1.041370000		
T	15.735900000	1.041510000		
T	15.736020000	1.041660000		
T	15.736130000	1.041810000		
T	15.736240000	1.041950000		
T	15.736350000	1.042100000		
T	15.736470000	1.042240000		
T	15.736580000	1.042390000		
T	15.736680000	1.042540000		
T	15.736780000	1.042700000		
T	15.736880000	1.042850000		
T	15.736980000	1.043010000		
T	15.737080000	1.043160000		
T	15.737180000	1.043320000		
T	15.737280000	1.043470000		
T	15.737390000	1.043630000		
T	15.737430000	1.043690000		
T	15.737480000	1.043790000		
T	15.737570000	1.043950000		
T	15.737660000	1.044110000		
T	15.737740000	1.044270000		
T	15.737830000	1.044440000		
T	15.737920000	1.044600000		
T	15.738010000	1.044760000		
T	15.738100000	1.044920000		
T	15.738100000	1.044930000		
T	15.738180000	1.045090000		
T	15.738260000	1.045260000		
T	15.738340000	1.045430000		
T	15.738410000	1.045600000		
T	15.738490000	1.045760000		
T	15.738540000	1.045860000		
T	15.738570000	1.045930000		
T	15.738640000	1.046110000		
T	15.738710000	1.046280000		
T	15.738780000	1.046450000		
T	15.738850000	1.046620000		
T	15.738910000	1.046800000		
T	15.738980000	1.046970000		
T	15.739010000	1.047040000		
T	15.739050000	1.047140000		
T	15.739120000	1.047310000		
T	15.739140000	1.047350000		
T	15.739190000	1.047490000		
T	15.739270000	1.047660000		
T	15.739340000	1.047830000		
T	15.739410000	1.048000000		
T	15.739480000	1.048170000		
T	15.739560000	1.048340000		
T	15.739630000	1.048510000		
T	15.739700000	1.048680000		
T	15.739730000	1.048740000		
T	15.739790000	1.048850000		
T	15.739870000	1.049010000		
T	15.739960000	1.049170000		
T	15.740050000	1.049340000		
T	15.740140000	1.049500000		
T	15.740220000	1.049660000		
T	15.740280000	1.049760000		
T	15.740320000	1.049820000		
T	15.740420000	1.049970000		
T	15.740530000	1.050130000		
T	15.740630000	1.050280000		
T	15.740730000	1.050430000		
T	15.740840000	1.050580000		
T	15.740940000	1.050740000		
T	15.741010000	1.050840000		
T	15.741050000	1.050890000		
