type	lat	lon	name	desc
T	13.323910000	-6.403370000		
T	13.324750000	-6.402920000		
T	13.325260000	-6.402630000		
T	13.326040000	-6.402160000		
T	13.326800000	-6.401690000		
T	13.326910000	-6.401630000		
T	13.327040000	-6.401540000		
T	13.327180000	-6.401440000		
T	13.327410000	-6.401280000		
T	13.327720000	-6.401040000		
T	13.327910000	-6.400890000		
T	13.328230000	-6.400600000		
T	13.328590000	-6.400280000		
T	13.328930000	-6.399950000		
T	13.329150000	-6.399720000		
T	13.329310000	-6.399530000		
T	13.329820000	-6.398950000		
T	13.330190000	-6.398470000		
T	13.330630000	-6.397900000		
T	13.331040000	-6.397450000		
T	13.331240000	-6.397250000		
T	13.331590000	-6.396920000		
T	13.331750000	-6.396790000		
T	13.331950000	-6.396620000		
T	13.332020000	-6.396560000		
T	13.332250000	-6.396400000		
T	13.332700000	-6.396090000		
T	13.333180000	-6.395790000		
T	13.333630000	-6.395550000		
T	13.334180000	-6.395280000		
T	13.334830000	-6.394960000		
T	13.336870000	-6.393940000		
T	13.337820000	-6.393470000		
T	13.338260000	-6.393250000		
T	13.338950000	-6.392900000		
T	13.339550000	-6.392590000		
T	13.340300000	-6.392220000		
T	13.340830000	-6.391940000		
T	13.341050000	-6.391820000		
T	13.341510000	-6.391590000		
T	13.341990000	-6.391360000		
T	13.342300000	-6.391200000		
T	13.342750000	-6.390970000		
T	13.343100000	-6.390770000		
T	13.343280000	-6.390680000		
T	13.343460000	-6.390570000		
T	13.343640000	-6.390450000		
T	13.343880000	-6.390280000		
T	13.344230000	-6.389990000		
T	13.344520000	-6.389730000		
T	13.344730000	-6.389520000		
T	13.344860000	-6.389370000		
T	13.345030000	-6.389200000		
T	13.345260000	-6.388940000		
T	13.345570000	-6.388560000		
T	13.346810000	-6.386980000		
T	13.347950000	-6.385530000		
T	13.348940000	-6.384270000		
T	13.349270000	-6.383850000		
T	13.349850000	-6.383100000		
T	13.350350000	-6.382450000		
T	13.350900000	-6.381720000		
T	13.351140000	-6.381420000		
T	13.351420000	-6.381090000		
T	13.351740000	-6.380690000		
T	13.352110000	-6.380210000		
T	13.352640000	-6.379550000		
T	13.352980000	-6.379090000		
T	13.353240000	-6.378750000		
T	13.353620000	-6.378310000		
T	13.353930000	-6.377970000		
T	13.354140000	-6.377760000		
T	13.354360000	-6.377540000		
T	13.354840000	-6.377100000		
T	13.355130000	-6.376840000		
T	13.355500000	-6.376550000		
T	13.356040000	-6.376160000		
T	13.356160000	-6.376080000		
T	13.356230000	-6.376050000		
T	13.356320000	-6.376000000		
T	13.356510000	-6.375880000		
T	13.356740000	-6.375740000		
T	13.357080000	-6.375550000		
T	13.357550000	-6.375320000		
T	13.357970000	-6.375120000		
T	13.358210000	-6.375020000		
T	13.358650000	-6.374830000		
T	13.359460000	-6.374510000		
T	13.360690000	-6.374000000		
T	13.361230000	-6.373790000		
T	13.361460000	-6.373690000		
T	13.362130000	-6.373430000		
T	13.362650000	-6.373220000		
T	13.363000000	-6.373070000		
T	13.363580000	-6.372820000		
T	13.364150000	-6.372550000		
T	13.364530000	-6.372360000		
T	13.365030000	-6.372080000		
T	13.365690000	-6.371680000		
T	13.366610000	-6.371080000		
T	13.367020000	-6.370790000		
T	13.367390000	-6.370500000		
T	13.367480000	-6.370420000		
T	13.367810000	-6.370150000		
T	13.368170000	-6.369840000		
T	13.368850000	-6.369230000		
T	13.369220000	-6.368890000		
T	13.369590000	-6.368530000		
T	13.370580000	-6.367560000		
T	13.371990000	-6.366170000		
T	13.372770000	-6.365400000		
T	13.373720000	-6.364450000		
T	13.374420000	-6.363760000		
T	13.375380000	-6.362830000		
T	13.376950000	-6.361270000		
T	13.377850000	-6.360400000		
T	13.378500000	-6.359760000		
T	13.379010000	-6.359250000		
T	13.379770000	-6.358500000		
T	13.380630000	-6.357650000		
T	13.381730000	-6.356580000		
T	13.382800000	-6.355520000		
T	13.383020000	-6.355300000		
T	13.384420000	-6.353920000		
T	13.388600000	-6.349810000		
T	13.388950000	-6.349460000		
T	13.389380000	-6.349040000		
T	13.389630000	-6.348780000		
T	13.391130000	-6.347310000		
T	13.391960000	-6.346490000		
T	13.392180000	-6.346280000		
T	13.394770000	-6.343730000		
T	13.395530000	-6.342970000		
T	13.396160000	-6.342340000		
T	13.396720000	-6.341800000		
T	13.397130000	-6.341390000		
T	13.397500000	-6.341040000		
T	13.397730000	-6.340800000		
T	13.398070000	-6.340460000		
T	13.398580000	-6.339960000		
T	13.399010000	-6.339540000		
T	13.399600000	-6.338980000		
T	13.400090000	-6.338480000		
T	13.400680000	-6.337870000		
T	13.401240000	-6.337280000		
T	13.401970000	-6.336440000		
T	13.403300000	-6.334940000		
T	13.403780000	-6.334410000		
T	13.404490000	-6.333610000		
T	13.404860000	-6.333190000		
T	13.406050000	-6.331850000		
T	13.406930000	-6.330860000		
T	13.407810000	-6.329910000		
T	13.408780000	-6.328880000		
T	13.409780000	-6.327860000		
T	13.410300000	-6.327330000		
T	13.411580000	-6.326040000		
T	13.413200000	-6.324390000		
T	13.413400000	-6.324180000		
T	13.413480000	-6.324090000		
T	13.414110000	-6.323440000		
T	13.414270000	-6.323280000		
T	13.414330000	-6.323140000		
T	13.414400000	-6.322970000		
T	13.414400000	-6.322970000		
T	13.414400000	-6.322960000		
T	13.414400000	-6.322940000		
T	13.414400000	-6.322930000		
T	13.414410000	-6.322910000		
T	13.414410000	-6.322890000		
T	13.414420000	-6.322880000		
T	13.414430000	-6.322860000		
T	13.414440000	-6.322850000		
T	13.414450000	-6.322830000		
T	13.414460000	-6.322820000		
T	13.414470000	-6.322810000		
T	13.414520000	-6.322670000		
T	13.414530000	-6.322620000		
T	13.414540000	-6.322560000		
T	13.414540000	-6.322510000		
T	13.414550000	-6.321990000		
T	13.414570000	-6.321290000		
T	13.414590000	-6.319810000		
T	13.414590000	-6.319770000		
T	13.414600000	-6.319210000		
T	13.414610000	-6.318920000		
T	13.414630000	-6.318700000		
T	13.414660000	-6.318540000		
T	13.414680000	-6.318420000		
T	13.414860000	-6.317660000		
T	13.415390000	-6.315790000		
T	13.415500000	-6.315400000		
T	13.415560000	-6.315190000		
T	13.415890000	-6.314010000		
T	13.416690000	-6.311220000		
T	13.417270000	-6.309230000		
T	13.417270000	-6.309210000		
T	13.417570000	-6.308140000		
T	13.417680000	-6.307800000		
T	13.417940000	-6.306880000		
T	13.418550000	-6.304730000		
T	13.418870000	-6.303620000		
T	13.418930000	-6.303410000		
T	13.419480000	-6.301470000		
T	13.420760000	-6.297000000		
T	13.420900000	-6.296520000		
T	13.420960000	-6.296320000		
T	13.421370000	-6.294860000		
T	13.421380000	-6.294830000		
T	13.421800000	-6.293410000		
T	13.422040000	-6.292470000		
T	13.422310000	-6.291590000		
T	13.422490000	-6.290980000		
T	13.422660000	-6.290360000		
T	13.422910000	-6.289470000		
T	13.423090000	-6.288870000		
T	13.423230000	-6.288390000		
T	13.423600000	-6.287070000		
T	13.423870000	-6.286140000		
T	13.423880000	-6.286110000		
T	13.425290000	-6.281150000		
T	13.425600000	-6.280050000		
T	13.426050000	-6.278460000		
T	13.426520000	-6.276880000		
T	13.427680000	-6.272740000		
T	13.427890000	-6.272020000		
T	13.428070000	-6.271410000		
T	13.428080000	-6.271380000		
T	13.428500000	-6.269950000		
T	13.428680000	-6.269270000		
T	13.429100000	-6.267830000		
T	13.429280000	-6.267180000		
T	13.429490000	-6.266460000		
T	13.429700000	-6.265710000		
T	13.429920000	-6.264910000		
T	13.429980000	-6.264720000		
T	13.430090000	-6.264330000		
T	13.430130000	-6.264170000		
T	13.430250000	-6.263770000		
T	13.430320000	-6.263540000		
T	13.430480000	-6.262960000		
T	13.430500000	-6.262870000		
T	13.430720000	-6.262100000		
T	13.430970000	-6.261280000		
T	13.431170000	-6.260550000		
T	13.431420000	-6.259670000		
T	13.431460000	-6.259540000		
T	13.431610000	-6.259000000		
T	13.431800000	-6.258350000		
T	13.432140000	-6.257150000		
T	13.432320000	-6.256500000		
T	13.432520000	-6.255830000		
T	13.432870000	-6.254610000		
T	13.433230000	-6.253330000		
T	13.433600000	-6.252080000		
T	13.434000000	-6.250600000		
T	13.434200000	-6.249960000		
T	13.434380000	-6.249290000		
T	13.434720000	-6.248110000		
T	13.435130000	-6.246660000		
T	13.435150000	-6.246610000		
T	13.435610000	-6.244940000		
T	13.435610000	-6.244930000		
T	13.435960000	-6.243740000		
T	13.436560000	-6.241570000		
T	13.436750000	-6.240860000		
T	13.436750000	-6.240860000		
T	13.436740000	-6.240850000		
T	13.436730000	-6.240820000		
T	13.436730000	-6.240790000		
T	13.436720000	-6.240760000		
T	13.436730000	-6.240710000		
T	13.436810000	-6.240400000		
T	13.436850000	-6.240260000		
T	13.436960000	-6.239850000		
T	13.437080000	-6.239400000		
T	13.437090000	-6.239360000		
T	13.437170000	-6.239100000		
T	13.437240000	-6.238930000		
T	13.437300000	-6.238760000		
T	13.437330000	-6.238660000		
T	13.437340000	-6.238580000		
T	13.437350000	-6.238490000		
T	13.437350000	-6.238420000		
T	13.437350000	-6.238340000		
T	13.437330000	-6.238240000		
T	13.437300000	-6.238160000		
T	13.437180000	-6.237860000		
T	13.437000000	-6.237440000		
T	13.436780000	-6.236940000		
T	13.436620000	-6.236600000		
T	13.436600000	-6.236530000		
T	13.436590000	-6.236490000		
T	13.436580000	-6.236460000		
T	13.436590000	-6.236390000		
T	13.436590000	-6.236390000		
T	13.435840000	-6.234850000		
T	13.435790000	-6.234730000		
T	13.435750000	-6.234650000		
T	13.435700000	-6.234580000		
T	13.435640000	-6.234490000		
T	13.435640000	-6.234490000		
T	13.435630000	-6.234490000		
T	13.435620000	-6.234490000		
T	13.435600000	-6.234490000		
T	13.435590000	-6.234480000		
T	13.435580000	-6.234480000		
T	13.435570000	-6.234470000		
T	13.435550000	-6.234460000		
T	13.435540000	-6.234450000		
T	13.435530000	-6.234440000		
T	13.435520000	-6.234430000		
T	13.435520000	-6.234420000		
T	13.435510000	-6.234410000		
T	13.435500000	-6.234400000		
T	13.435500000	-6.234390000		
T	13.435490000	-6.234370000		
T	13.435490000	-6.234360000		
T	13.435480000	-6.234350000		
T	13.435480000	-6.234330000		
T	13.435480000	-6.234320000		
T	13.435480000	-6.234310000		
T	13.435480000	-6.234290000		
T	13.435480000	-6.234280000		
T	13.435490000	-6.234260000		
T	13.435490000	-6.234250000		
T	13.435500000	-6.234240000		
T	13.435500000	-6.234230000		
T	13.435510000	-6.234220000		
T	13.435130000	-6.233330000		
T	13.434110000	-6.231160000		
T	13.433660000	-6.230180000		
T	13.432670000	-6.228090000		
T	13.432050000	-6.226540000		
T	13.431980000	-6.226380000		
T	13.431940000	-6.226300000		
T	13.431910000	-6.226240000		
T	13.431870000	-6.226180000		
T	13.431760000	-6.226020000		
T	13.431760000	-6.226020000		
T	13.431750000	-6.226020000		
T	13.431730000	-6.226020000		
T	13.431720000	-6.226010000		
T	13.431710000	-6.226010000		
T	13.431700000	-6.226000000		
T	13.431690000	-6.226000000		
T	13.431670000	-6.225990000		
T	13.431660000	-6.225980000		
T	13.431650000	-6.225970000		
T	13.431640000	-6.225960000		
T	13.431640000	-6.225950000		
T	13.431630000	-6.225940000		
T	13.431620000	-6.225930000		
T	13.431620000	-6.225920000		
T	13.431610000	-6.225900000		
T	13.431610000	-6.225890000		
T	13.431600000	-6.225880000		
T	13.431600000	-6.225860000		
T	13.431600000	-6.225850000		
T	13.431600000	-6.225840000		
T	13.431600000	-6.225820000		
T	13.431600000	-6.225810000		
T	13.431610000	-6.225800000		
T	13.431560000	-6.225700000		
T	13.431520000	-6.225620000		
T	13.431470000	-6.225550000		
T	13.431330000	-6.225370000		
T	13.430650000	-6.224620000		
T	13.430200000	-6.224090000		
T	13.429980000	-6.223830000		
T	13.429230000	-6.222940000		
T	13.428780000	-6.222400000		
T	13.428530000	-6.222110000		
T	13.427800000	-6.221240000		
T	13.426350000	-6.219540000		
T	13.425920000	-6.219020000		
T	13.425900000	-6.219010000		
T	13.424930000	-6.217860000		
T	13.424560000	-6.217410000		
T	13.424040000	-6.216820000		
T	13.423520000	-6.216180000		
T	13.423130000	-6.215740000		
T	13.422450000	-6.214960000		
T	13.422050000	-6.214520000		
T	13.421840000	-6.214280000		
T	13.420620000	-6.212980000		
T	13.420000000	-6.212290000		
T	13.419600000	-6.211860000		
T	13.419150000	-6.211370000		
T	13.418950000	-6.211120000		
T	13.418640000	-6.210710000		
T	13.418340000	-6.210250000		
T	13.418170000	-6.209960000		
T	13.417470000	-6.208620000		
T	13.417380000	-6.208440000		
T	13.416090000	-6.206020000		
T	13.415010000	-6.203980000		
T	13.414040000	-6.202160000		
T	13.413820000	-6.201740000		
T	13.413510000	-6.201170000		
T	13.413130000	-6.200470000		
T	13.409730000	-6.194050000		
T	13.407730000	-6.190270000		
T	13.406360000	-6.187690000		
T	13.403350000	-6.182050000		
T	13.403030000	-6.181420000		
T	13.403000000	-6.181350000		
T	13.402950000	-6.181210000		
T	13.402090000	-6.179570000		
T	13.401690000	-6.178850000		
T	13.401250000	-6.178010000		
T	13.401030000	-6.177600000		
T	13.400880000	-6.177310000		
T	13.400690000	-6.177000000		
T	13.400540000	-6.176750000		
T	13.400380000	-6.176520000		
T	13.399960000	-6.175990000		
T	13.399450000	-6.175370000		
T	13.394520000	-6.169350000		
T	13.390980000	-6.165020000		
T	13.390610000	-6.164570000		
T	13.389950000	-6.163760000		
T	13.389040000	-6.162650000		
T	13.388280000	-6.161730000		
T	13.387660000	-6.160950000		
T	13.387180000	-6.160370000		
T	13.386760000	-6.159860000		
T	13.386410000	-6.159440000		
T	13.386120000	-6.159080000		
T	13.385910000	-6.158820000		
T	13.385680000	-6.158570000		
T	13.385490000	-6.158370000		
T	13.385280000	-6.158170000		
T	13.385090000	-6.158000000		
T	13.384950000	-6.157860000		
T	13.384180000	-6.157260000		
T	13.379810000	-6.153890000		
T	13.378490000	-6.152890000		
T	13.376870000	-6.151650000		
T	13.376100000	-6.151030000		
T	13.374910000	-6.150140000		
T	13.373960000	-6.149390000		
T	13.372760000	-6.148470000		
T	13.371820000	-6.147740000		
T	13.371110000	-6.147200000		
T	13.370710000	-6.146910000		
T	13.369990000	-6.146360000		
T	13.369460000	-6.145930000		
T	13.368820000	-6.145430000		
T	13.368450000	-6.145120000		
T	13.367610000	-6.144490000		
T	13.367330000	-6.144250000		
T	13.367160000	-6.144100000		
T	13.366990000	-6.143950000		
T	13.366700000	-6.143690000		
T	13.366460000	-6.143440000		
T	13.366160000	-6.143110000		
T	13.365890000	-6.142810000		
T	13.365530000	-6.142380000		
T	13.365200000	-6.141970000		
T	13.364640000	-6.141200000		
T	13.362660000	-6.138410000		
T	13.362270000	-6.137880000		
T	13.361970000	-6.137430000		
T	13.361800000	-6.137190000		
T	13.361600000	-6.136910000		
T	13.361330000	-6.136540000		
T	13.360990000	-6.136060000		
T	13.360680000	-6.135640000		
T	13.360300000	-6.135090000		
T	13.359720000	-6.134090000		
T	13.358720000	-6.132320000		
T	13.358000000	-6.131100000		
T	13.354450000	-6.124950000		
T	13.353490000	-6.123250000		
T	13.352760000	-6.122010000		
T	13.350800000	-6.118620000		
T	13.350020000	-6.117250000		
T	13.349420000	-6.116210000		
T	13.348870000	-6.115260000		
T	13.348520000	-6.114710000		
T	13.347710000	-6.113460000		
T	13.347000000	-6.112370000		
T	13.346210000	-6.111210000		
T	13.345220000	-6.109700000		
T	13.344740000	-6.108970000		
T	13.344400000	-6.108440000		
T	13.344240000	-6.108150000		
T	13.344000000	-6.107710000		
T	13.343860000	-6.107420000		
T	13.343590000	-6.106730000		
T	13.343370000	-6.106110000		
T	13.342370000	-6.103360000		
T	13.341810000	-6.101840000		
T	13.340820000	-6.099140000		
T	13.340560000	-6.098430000		
T	13.340220000	-6.097490000		
T	13.339960000	-6.096790000		
T	13.339620000	-6.095870000		
T	13.339290000	-6.094960000		
T	13.338910000	-6.093930000		
T	13.338620000	-6.093110000		
T	13.338110000	-6.091710000		
T	13.337960000	-6.091290000		
T	13.337550000	-6.090170000		
T	13.336960000	-6.088560000		
T	13.336620000	-6.087630000		
T	13.336180000	-6.086420000		
T	13.335970000	-6.085760000		
T	13.335830000	-6.085240000		
T	13.335720000	-6.084720000		
T	13.335650000	-6.084290000		
T	13.335560000	-6.083410000		
T	13.334850000	-6.076100000		
T	13.334690000	-6.074540000		
T	13.334480000	-6.072450000		
T	13.334320000	-6.070690000		
T	13.334230000	-6.069990000		
T	13.334140000	-6.069420000		
T	13.334000000	-6.068800000		
T	13.333880000	-6.068310000		
T	13.333710000	-6.067720000		
T	13.333510000	-6.067150000		
T	13.333330000	-6.066660000		
T	13.333020000	-6.065940000		
T	13.332770000	-6.065410000		
T	13.332500000	-6.064900000		
T	13.332230000	-6.064450000		
T	13.331840000	-6.063840000		
T	13.331420000	-6.063230000		
T	13.330700000	-6.062330000		
T	13.326210000	-6.056630000		
T	13.325720000	-6.056000000		
T	13.325220000	-6.055360000		
T	13.324140000	-6.054000000		
T	13.322020000	-6.051310000		
T	13.321710000	-6.050920000		
T	13.320690000	-6.049620000		
T	13.319490000	-6.048080000		
T	13.317530000	-6.045550000		
T	13.316160000	-6.043770000		
T	13.314460000	-6.041530000		
T	13.308170000	-6.032970000		
T	13.307460000	-6.032020000		
T	13.307410000	-6.031950000		
T	13.306210000	-6.030310000		
T	13.305740000	-6.029660000		
T	13.305430000	-6.029200000		
T	13.305190000	-6.028810000		
T	13.304010000	-6.026810000		
T	13.303490000	-6.025920000		
T	13.302140000	-6.023570000		
T	13.301220000	-6.021960000		
T	13.299830000	-6.019610000		
T	13.299600000	-6.019210000		
T	13.298640000	-6.017520000		
T	13.298030000	-6.016580000		
T	13.297320000	-6.015670000		
T	13.296040000	-6.014050000		
T	13.295710000	-6.013630000		
T	13.295080000	-6.012830000		
T	13.294480000	-6.012050000		
T	13.293110000	-6.010300000		
T	13.290980000	-6.007570000		
T	13.290000000	-6.006320000		
T	13.289270000	-6.005380000		
T	13.287380000	-6.002930000		
T	13.285560000	-6.000610000		
T	13.285530000	-6.000580000		
T	13.285110000	-6.000050000		
T	13.284780000	-5.999630000		
T	13.284260000	-5.999040000		
T	13.283590000	-5.998370000		
T	13.282300000	-5.997080000		
T	13.280540000	-5.995330000		
T	13.278260000	-5.993030000		
T	13.276750000	-5.991540000		
T	13.275350000	-5.990170000		
T	13.272240000	-5.987000000		
T	13.269170000	-5.983800000		
T	13.266130000	-5.980600000		
T	13.263090000	-5.977430000		
T	13.262820000	-5.977120000		
T	13.262660000	-5.976930000		
T	13.262570000	-5.976810000		
T	13.262510000	-5.976730000		
T	13.262310000	-5.976450000		
T	13.262200000	-5.976280000		
T	13.262010000	-5.975980000		
T	13.261760000	-5.975540000		
T	13.261590000	-5.975210000		
T	13.260140000	-5.972570000		
T	13.258570000	-5.969680000		
T	13.257080000	-5.966930000		
T	13.256750000	-5.966340000		
T	13.256530000	-5.965930000		
T	13.256510000	-5.965900000		
T	13.255570000	-5.964160000		
T	13.255450000	-5.963940000		
T	13.254470000	-5.962160000		
T	13.254260000	-5.961780000		
T	13.253320000	-5.960030000		
T	13.253310000	-5.960020000		
T	13.253250000	-5.959910000		
T	13.252010000	-5.957620000		
T	13.250780000	-5.955350000		
T	13.249770000	-5.953530000		
T	13.249230000	-5.952540000		
T	13.248580000	-5.951340000		
T	13.248580000	-5.951330000		
T	13.248330000	-5.950860000		
T	13.247680000	-5.949650000		
T	13.246550000	-5.947600000		
T	13.246290000	-5.947120000		
T	13.244390000	-5.943650000		
T	13.244190000	-5.943290000		
T	13.242790000	-5.940720000		
T	13.242760000	-5.940680000		
T	13.242020000	-5.939300000		
T	13.241480000	-5.938340000		
T	13.241450000	-5.938280000		
T	13.240450000	-5.936450000		
T	13.239160000	-5.934110000		
T	13.238510000	-5.932910000		
T	13.238140000	-5.932220000		
T	13.237060000	-5.930240000		
T	13.236430000	-5.929100000		
T	13.236090000	-5.928530000		
T	13.235900000	-5.928270000		
T	13.235640000	-5.927930000		
T	13.234920000	-5.927080000		
T	13.234640000	-5.926750000		
T	13.232000000	-5.923720000		
T	13.230740000	-5.922220000		
T	13.230230000	-5.921640000		
T	13.229980000	-5.921360000		
T	13.229900000	-5.921280000		
T	13.229060000	-5.920340000		
T	13.228560000	-5.919760000		
T	13.227720000	-5.918800000		
T	13.227100000	-5.918080000		
T	13.226420000	-5.917300000		
T	13.225680000	-5.916450000		
T	13.224770000	-5.915380000		
T	13.224180000	-5.914690000		
T	13.223420000	-5.913800000		
T	13.222410000	-5.912610000		
T	13.221780000	-5.911880000		
T	13.221010000	-5.910970000		
T	13.220460000	-5.910330000		
T	13.219570000	-5.909310000		
T	13.218690000	-5.908310000		
T	13.218130000	-5.907670000		
T	13.217590000	-5.907050000		
T	13.216960000	-5.906340000		
T	13.216130000	-5.905400000		
T	13.215760000	-5.904990000		
T	13.215560000	-5.904770000		
T	13.215310000	-5.904540000		
T	13.215080000	-5.904380000		
T	13.214940000	-5.904290000		
T	13.214480000	-5.904010000		
T	13.214140000	-5.903840000		
T	13.210340000	-5.901790000		
T	13.209750000	-5.901480000		
T	13.208900000	-5.901030000		
T	13.208500000	-5.900810000		
T	13.207660000	-5.900370000		
T	13.206650000	-5.899820000		
T	13.206160000	-5.899500000		
T	13.205800000	-5.899240000		
T	13.205420000	-5.898910000		
T	13.204930000	-5.898480000		
T	13.203870000	-5.897570000		
T	13.202870000	-5.896710000		
T	13.202340000	-5.896270000		
T	13.201300000	-5.895370000		
T	13.200370000	-5.894580000		
T	13.199690000	-5.894010000		
T	13.199040000	-5.893440000		
T	13.198660000	-5.893120000		
T	13.198000000	-5.892560000		
T	13.197370000	-5.892020000		
T	13.196690000	-5.891440000		
T	13.196010000	-5.890860000		
T	13.195190000	-5.890150000		
T	13.194250000	-5.889310000		
T	13.192820000	-5.887940000		
T	13.191220000	-5.886370000		
T	13.190210000	-5.885380000		
T	13.189760000	-5.884900000		
T	13.189150000	-5.884180000		
T	13.188850000	-5.883810000		
T	13.188390000	-5.883170000		
T	13.187990000	-5.882530000		
T	13.187410000	-5.881600000		
T	13.186750000	-5.880570000		
T	13.185960000	-5.879310000		
T	13.185240000	-5.878150000		
T	13.184900000	-5.877650000		
T	13.184500000	-5.877100000		
T	13.184150000	-5.876670000		
T	13.183890000	-5.876370000		
T	13.183500000	-5.875960000		
T	13.183010000	-5.875490000		
T	13.182590000	-5.875130000		
T	13.182130000	-5.874780000		
T	13.181960000	-5.874640000		
T	13.181540000	-5.874360000		
T	13.181140000	-5.874100000		
T	13.180610000	-5.873800000		
T	13.180420000	-5.873700000		
T	13.180200000	-5.873600000		
T	13.179630000	-5.873340000		
T	13.178410000	-5.872860000		
T	13.178180000	-5.872780000		
T	13.175430000	-5.871750000		
T	13.173900000	-5.871160000		
T	13.173080000	-5.870770000		
T	13.172500000	-5.870490000		
T	13.171780000	-5.870120000		
T	13.170810000	-5.869550000		
T	13.169650000	-5.868830000		
T	13.167960000	-5.867800000		
T	13.166230000	-5.866750000		
T	13.165620000	-5.866380000		
T	13.164740000	-5.865840000		
T	13.164100000	-5.865450000		
T	13.163340000	-5.864980000		
T	13.162720000	-5.864600000		
T	13.161490000	-5.863850000		
T	13.160530000	-5.863280000		
T	13.159200000	-5.862430000		
T	13.158270000	-5.861770000		
T	13.157610000	-5.861290000		
T	13.156500000	-5.860470000		
T	13.155960000	-5.860050000		
T	13.155380000	-5.859590000		
T	13.154700000	-5.859020000		
T	13.154060000	-5.858480000		
T	13.153520000	-5.858040000		
T	13.153230000	-5.857800000		
T	13.152720000	-5.857370000		
T	13.151740000	-5.856550000		
T	13.150810000	-5.855790000		
T	13.149920000	-5.855050000		
T	13.149250000	-5.854490000		
T	13.148630000	-5.853980000		
T	13.148100000	-5.853540000		
T	13.147430000	-5.853000000		
T	13.146900000	-5.852550000		
T	13.146400000	-5.852160000		
T	13.145630000	-5.851620000		
T	13.145290000	-5.851390000		
T	13.144880000	-5.851140000		
T	13.143830000	-5.850570000		
T	13.142750000	-5.850000000		
T	13.140720000	-5.848940000		
T	13.139380000	-5.848250000		
T	13.137730000	-5.847390000		
T	13.136280000	-5.846650000		
T	13.133880000	-5.845400000		
T	13.132610000	-5.844740000		
T	13.131740000	-5.844280000		
T	13.130130000	-5.843460000		
T	13.128640000	-5.842680000		
T	13.127050000	-5.841850000		
T	13.126300000	-5.841470000		
T	13.125450000	-5.841020000		
T	13.124170000	-5.840360000		
T	13.123140000	-5.839830000		
T	13.121840000	-5.839150000		
T	13.120620000	-5.838520000		
T	13.119770000	-5.838050000		
T	13.119200000	-5.837700000		
T	13.118640000	-5.837330000		
T	13.117650000	-5.836600000		
T	13.116070000	-5.835430000		
T	13.114690000	-5.834390000		
T	13.114370000	-5.834150000		
T	13.113680000	-5.833630000		
T	13.112790000	-5.832970000		
T	13.112040000	-5.832400000		
T	13.111320000	-5.831870000		
T	13.110250000	-5.831080000		
T	13.109530000	-5.830530000		
T	13.108740000	-5.829940000		
T	13.108050000	-5.829480000		
T	13.107130000	-5.828930000		
T	13.106040000	-5.828290000		
T	13.104600000	-5.827440000		
T	13.103800000	-5.826970000		
T	13.103330000	-5.826700000		
T	13.102940000	-5.826470000		
T	13.102040000	-5.825940000		
T	13.100750000	-5.825180000		
T	13.098980000	-5.824100000		
T	13.097860000	-5.823460000		
T	13.095650000	-5.822140000		
T	13.094860000	-5.821700000		
T	13.093450000	-5.820890000		
T	13.092500000	-5.820360000		
T	13.091920000	-5.820040000		
T	13.090940000	-5.819480000		
T	13.090340000	-5.819160000		
T	13.089530000	-5.818700000		
T	13.088550000	-5.818130000		
T	13.087860000	-5.817740000		
T	13.087280000	-5.817420000		
T	13.086570000	-5.817020000		
T	13.086180000	-5.816800000		
T	13.085670000	-5.816510000		
T	13.084760000	-5.815990000		
T	13.083640000	-5.815370000		
T	13.082780000	-5.814880000		
T	13.081300000	-5.814030000		
T	13.080170000	-5.813420000		
T	13.079490000	-5.813030000		
T	13.078620000	-5.812510000		
T	13.078160000	-5.812210000		
T	13.077530000	-5.811780000		
T	13.076550000	-5.811070000		
T	13.076010000	-5.810680000		
T	13.074160000	-5.809370000		
T	13.067560000	-5.804670000		
T	13.066090000	-5.803630000		
T	13.065670000	-5.803330000		
T	13.065180000	-5.802980000		
T	13.064550000	-5.802520000		
T	13.063950000	-5.802100000		
T	13.062880000	-5.801330000		
T	13.062350000	-5.800940000		
T	13.061930000	-5.800650000		
T	13.061480000	-5.800340000		
T	13.060870000	-5.799900000		
T	13.060090000	-5.799360000		
T	13.059820000	-5.799180000		
T	13.059090000	-5.798660000		
T	13.058490000	-5.798310000		
T	13.057350000	-5.797750000		
T	13.056280000	-5.797210000		
T	13.054940000	-5.796520000		
T	13.053640000	-5.795870000		
T	13.052640000	-5.795380000		
T	13.051250000	-5.794680000		
T	13.048740000	-5.793420000		
T	13.046090000	-5.792070000		
T	13.043730000	-5.790880000		
T	13.042150000	-5.790090000		
T	13.027860000	-5.782910000		
T	13.026610000	-5.782320000		
T	13.025390000	-5.781710000		
T	13.025000000	-5.781520000		
T	13.023540000	-5.780790000		
T	13.021430000	-5.779730000		
T	13.019690000	-5.778860000		
T	13.018140000	-5.778070000		
T	13.015620000	-5.776820000		
T	13.014440000	-5.776220000		
T	13.013670000	-5.775840000		
T	13.012110000	-5.775060000		
T	13.010240000	-5.774120000		
T	13.008560000	-5.773270000		
T	13.006240000	-5.772100000		
T	13.004080000	-5.771030000		
T	13.002450000	-5.770220000		
T	13.000640000	-5.769320000		
T	13.000220000	-5.769110000		
T	12.999250000	-5.768630000		
T	12.995850000	-5.766950000		
T	12.994770000	-5.766400000		
T	12.992360000	-5.765220000		
T	12.990130000	-5.764120000		
T	12.987960000	-5.763010000		
